date,store_nbr,family,shock_rate,avg_abs_z,changepoint_rate,oil_volatility,composite_risk_score
2013-07-19,3,BEVERAGES,0.0,0.6731775546555038,0.0,0.010583738707399011,33.14109267029779
2013-07-20,3,BEVERAGES,0.0,0.6782358922940479,0.0,0.010583738707399011,33.50034896464073
2013-07-21,3,BEVERAGES,0.0,0.6765185376530941,0.0,0.010564284924358394,33.333909210627624
2013-07-22,3,BEVERAGES,0.0,0.6844051828085147,0.0,0.010680394075624567,34.13747635579217
2013-07-23,3,BEVERAGES,0.0,0.6871896919642092,0.0,0.01049540073501457,33.85990687567058
2013-07-24,3,BEVERAGES,0.0,0.6925455755178305,0.0,0.01039096965263824,33.972196849568505
2013-07-25,3,BEVERAGES,0.0,0.6829985524034203,0.0,0.010353929888158872,33.210436078572215
2013-07-26,3,BEVERAGES,0.0,0.6819845891332706,0.0,0.01038911709164452,33.19585390499059
2013-07-27,3,BEVERAGES,0.0,0.6837670896538719,0.0,0.01038911709164452,33.32181924686288
2013-07-28,3,BEVERAGES,0.0,0.6979623795398322,0.0,0.010276912346571831,34.2186606305092
2013-07-29,3,BEVERAGES,0.0,0.6969956391646839,0.0,0.010220117569180226,34.08179300663051
2013-07-30,3,BEVERAGES,0.0,0.7065195977704932,0.0,0.009915715795986917,34.40817605496183
2013-07-31,3,BEVERAGES,0.0,0.6790547924712935,0.0,0.009531540461165082,32.1679313320151
2013-08-01,3,BEVERAGES,0.0,0.6754054565739953,0.0,0.009777545747593626,31.99285367745508
2013-08-02,3,BEVERAGES,0.0,0.6918411449672588,0.0,0.009840296084418412,33.24803425326166
2013-08-03,3,BEVERAGES,0.0,0.699308962571261,0.0,0.009840296084418412,33.8074223991774
2013-08-04,3,BEVERAGES,0.0,0.6975603160177078,0.0,0.009829844953300077,33.66259425593063
2013-08-05,3,BEVERAGES,0.0,0.6957444467046728,0.0,0.00981500039908254,33.49838461937437
2013-08-06,3,BEVERAGES,0.0,0.6966779135833086,0.0,0.00987033629405804,33.63268545665714
2013-08-07,3,BEVERAGES,0.0,0.6930891772746256,0.0,0.009919474184416651,33.37900550421074
2013-08-08,3,BEVERAGES,0.0,0.6899480878182805,0.0,0.009969085350102677,33.19217944029658
2013-08-09,3,BEVERAGES,0.0,0.6933294490417196,0.0,0.010287848281005235,33.87451866763365
2013-08-10,3,BEVERAGES,0.0,0.6895930451658856,0.0,0.010287848281005235,33.594137867734105
2013-08-11,3,BEVERAGES,0.0,0.667857301839878,0.0,0.01020709143863189,31.91931332847328
2013-08-12,3,BEVERAGES,0.0,0.6798013216359194,0.0,0.010154105937482038,32.633896657456965
2013-08-13,3,BEVERAGES,0.0,0.6918590012469126,0.0,0.010162135302563696,33.51737926676176
2013-08-14,3,BEVERAGES,0.0,0.6869934558272831,0.0,0.010125410587862281,33.122862446278994
2013-08-15,3,BEVERAGES,0.0,0.6781653427932701,0.0,0.010099058968317833,32.45998631198269
2013-08-16,3,BEVERAGES,0.0,0.6750100501284204,0.0,0.010098059790159857,32.21746725897327
2013-08-17,3,BEVERAGES,0.0,0.6749055928069144,0.0,0.010098059790159857,32.211188612649416
2013-08-18,3,BEVERAGES,0.0,0.6708257030950331,0.0,0.010087045135392764,31.92216833530395
2013-08-19,3,BEVERAGES,0.0,0.674665629673182,0.0,0.0100582090217162,32.164108632821915
2013-08-20,3,BEVERAGES,0.0,0.6777076628196244,0.0,0.010157557234399718,32.50310390045305
2013-08-21,3,BEVERAGES,0.0,0.680676108690408,0.0,0.010217853971179618,32.849882256356196
2013-08-22,3,BEVERAGES,0.0,0.6811653708634283,0.0,0.010246897251210498,32.92944899215393
2013-08-23,3,BEVERAGES,0.0,0.6716938496132351,0.0,0.010343787133215088,32.4028285945899
2013-08-24,3,BEVERAGES,0.0,0.6506147051999602,0.0,0.010343787133215088,31.11394022892154
2013-08-25,3,BEVERAGES,0.0,0.6337504174022282,0.0,0.010343787133215088,30.281430967918215
2013-08-26,3,BEVERAGES,0.0,0.6238748685633136,0.0,0.010341930708163449,29.824642847281176
2013-08-27,3,BEVERAGES,0.0,0.6193362586467875,0.0,0.010624685167923309,30.389094553749814
2013-08-28,3,BEVERAGES,0.0,0.622387150843911,0.0,0.010653015376145153,30.599826726743906
2013-08-29,3,BEVERAGES,0.0,0.6355148748742754,0.0,0.010605744374966872,31.05190428573904
2013-08-30,3,BEVERAGES,0.0,0.6287459850451792,0.0,0.010628047111482825,30.782440072572726
2013-08-31,3,BEVERAGES,0.0,0.6407329133243193,0.0,0.010628047111482825,31.34006234920988
2013-09-01,3,BEVERAGES,0.011111111111111112,0.6665559360108128,0.0,0.010520381644802167,47.6165693314485
2013-09-02,3,BEVERAGES,0.022222222222222223,0.7180522595101115,0.0,0.01051927422820068,55.35370047317934
2013-09-03,3,BEVERAGES,0.022222222222222223,0.734820881163061,0.0,0.010529827418045378,56.72871997520237
2013-09-04,3,BEVERAGES,0.022222222222222223,0.7460911696511202,0.0,0.010588825422406748,57.83713635441281
2013-09-05,3,BEVERAGES,0.022222222222222223,0.7647166480242256,0.0,0.010545577663764816,59.115296425395925
2013-09-06,3,BEVERAGES,0.022222222222222223,0.7618490433295126,0.0,0.010716116116736512,59.35951261837238
2013-09-07,3,BEVERAGES,0.022222222222222223,0.760676379331518,0.0,0.010716116116736512,59.25709220021454
2013-09-08,3,BEVERAGES,0.022222222222222223,0.7835821408886372,0.0,0.010706159594017889,61.00019504712348
2013-09-09,3,BEVERAGES,0.03333333333333333,0.8203255784105873,0.0,0.010752791610016953,65.13896127562113
2013-09-10,3,BEVERAGES,0.03333333333333333,0.823319388637987,0.0,0.010973735020605394,65.43497045689664
2013-09-11,3,BEVERAGES,0.03333333333333333,0.8257298061407006,0.0,0.010956557182299185,65.57476824433878
2013-09-12,3,BEVERAGES,0.03333333333333333,0.8299257691305477,0.0,0.010934830833607679,65.80096251854157
2013-09-13,3,BEVERAGES,0.03333333333333333,0.8276083482426712,0.0,0.010946825196199956,65.67528142350194
2013-09-14,3,BEVERAGES,0.03333333333333333,0.8205002378300508,0.0,0.010946825196199956,65.20968055704874
2013-09-15,3,BEVERAGES,0.03333333333333333,0.8121598691126427,0.0,0.010947151104191088,64.66501432720516
2013-09-16,3,BEVERAGES,0.03333333333333333,0.8222709276078354,0.0,0.01108850112051914,65.46793009564568
2013-09-17,3,BEVERAGES,0.03333333333333333,0.828990152080516,0.0,0.01115587533678099,66.01199077709347
2013-09-18,3,BEVERAGES,0.03333333333333333,0.8245336740465198,0.0,0.010867334355551584,65.42177434520102
2013-09-19,3,BEVERAGES,0.03333333333333333,0.8195193335305855,0.0,0.010981498648128278,65.19536412809784
2013-09-20,3,BEVERAGES,0.03333333333333333,0.8223873931470455,0.0,0.01111147114880413,65.50654033754674
2013-09-21,3,BEVERAGES,0.03333333333333333,0.8223704524674724,0.0,0.01111147114880413,65.50595171445387
2013-09-22,3,BEVERAGES,0.03333333333333333,0.8433102352718551,0.0,0.011036401383597362,66.69994671863263
2013-09-23,3,BEVERAGES,0.03333333333333333,0.862374450909109,0.0,0.011101780248925636,67.70521693467795
2013-09-24,3,BEVERAGES,0.03333333333333333,0.8616158174360804,0.0,0.011112627330902278,67.70160388996112
2013-09-25,3,BEVERAGES,0.03333333333333333,0.8553337335294526,0.0,0.011013596418438,67.30355505652157
2013-09-26,3,BEVERAGES,0.03333333333333333,0.8475916836048331,0.0,0.010991708519938064,66.86805527396396
2013-09-27,3,BEVERAGES,0.03333333333333333,0.8453933246376852,0.0,0.010996375991874537,66.7670146484401
2013-09-28,3,BEVERAGES,0.03333333333333333,0.8411861196245158,0.0,0.010996375991874537,66.53941371920044
2013-09-29,3,BEVERAGES,0.03333333333333333,0.8404968681614696,0.0,0.010869918362155588,66.38450434069215
2013-09-30,3,BEVERAGES,0.03333333333333333,0.8508456546187522,0.0,0.010734786449800955,66.90624073809232
2013-10-01,3,BEVERAGES,0.03333333333333333,0.8451517221216075,0.0,0.01046925636830239,65.90447020378085
2013-10-02,3,BEVERAGES,0.03333333333333333,0.8553561181117659,0.0,0.010681596946310247,67.05217742936777
2013-10-03,3,BEVERAGES,0.03333333333333333,0.8555717442135246,0.0,0.010651988913420467,67.01012309381986
2013-10-04,3,BEVERAGES,0.03333333333333333,0.8566432670617397,0.0,0.01066580846177342,67.10061386827711
2013-10-05,3,BEVERAGES,0.03333333333333333,0.8401005431984839,0.0,0.01066580846177342,66.22317304451872
2013-10-06,3,BEVERAGES,0.03333333333333333,0.8242705769603812,0.0,0.010665545015332718,65.2613321253051
2013-10-07,3,BEVERAGES,0.03333333333333333,0.8181485359156996,0.0,0.01068551766244476,64.90335569540935
2013-10-08,3,BEVERAGES,0.03333333333333333,0.8135400142097929,0.0,0.010257432556205023,63.61194398335797
2013-10-09,3,BEVERAGES,0.03333333333333333,0.8052593409514888,0.0,0.010312670864083702,63.10276527283026
2013-10-10,3,BEVERAGES,0.03333333333333333,0.8134710655806692,0.0,0.010366671902299885,63.761214527940844
2013-10-11,3,BEVERAGES,0.03333333333333333,0.8017921119076296,0.0,0.010406050503229928,63.03278797751125
2013-10-12,3,BEVERAGES,0.03333333333333333,0.8013611497382256,0.0,0.010406050503229928,63.00316061517057
2013-10-13,3,BEVERAGES,0.03333333333333333,0.8070042793526618,0.0,0.010398866679311279,63.39231203793523
2013-10-14,3,BEVERAGES,0.03333333333333333,0.8278521984718022,0.0,0.01040048905373805,64.787728900135
2013-10-15,3,BEVERAGES,0.03333333333333333,0.8360640974616015,0.0,0.010468252547238708,65.38596671897876
2013-10-16,3,BEVERAGES,0.03333333333333333,0.8408911204480669,0.0,0.0104269657574768,65.58364550281934
2013-10-17,3,BEVERAGES,0.03333333333333333,0.840118366940179,0.0,0.01054997147175694,65.92922441133233
2013-10-18,3,BEVERAGES,0.03333333333333333,0.834505096523586,0.0,0.010552281650777352,65.62446294202186
