store_nbr,family,date,shock_rate,avg_abs_z,changepoint_rate,oil_volatility,composite_risk_score
49,GROCERY I,2017-08-15,0.0,0.6643998174319214,0.0,0.01389388048377193,34.620409449003944
46,POULTRY,2017-08-15,0.0,0.6628881628147126,0.0,0.01389388048377193,34.52309043098423
51,DAIRY,2017-08-15,0.0,0.6615157880000869,0.0,0.01389388048377193,34.44382252114559
44,MEATS,2017-08-15,0.0,0.6597482559211838,0.0,0.01389388048377193,34.32962964113052
46,GROCERY I,2017-08-15,0.0,0.6543689890765008,0.0,0.01389388048377193,34.00372865538305
8,MEATS,2017-08-15,0.0,0.6539982008835543,0.0,0.01389388048377193,33.98077235476146
45,CLEANING,2017-08-15,0.0,0.651988649916561,0.0,0.01389388048377193,33.86579464395591
45,MEATS,2017-08-15,0.0,0.6487606470525817,0.0,0.01389388048377193,33.69234703925949
8,PRODUCE,2017-08-15,0.0,0.6471408888384624,0.0,0.01389388048377193,33.607977729282716
50,GROCERY I,2017-08-15,0.0,0.6393307672704727,0.0,0.01389388048377193,33.221252357272924
48,PRODUCE,2017-08-15,0.0,0.6367123310884735,0.0,0.01389388048377193,33.09548322309825
48,GROCERY I,2017-08-15,0.0,0.6364589613843178,0.0,0.01389388048377193,33.081356268869584
46,DAIRY,2017-08-15,0.0,0.6348614435256028,0.0,0.01389388048377193,33.009936666935765
49,DAIRY,2017-08-15,0.0,0.6347842643739537,0.0,0.01389388048377193,33.006012512983354
46,MEATS,2017-08-15,0.0,0.6327520618726415,0.0,0.01389388048377193,32.91281385661367
44,GROCERY I,2017-08-15,0.0,0.631343174396853,0.0,0.01389388048377193,32.85198947035134
45,BEVERAGES,2017-08-15,0.0,0.6298670141141803,0.0,0.01389388048377193,32.78194332230086
45,POULTRY,2017-08-15,0.0,0.6281127278236465,0.0,0.01389388048377193,32.70267541246222
3,DAIRY,2017-08-15,0.0,0.6278708868096948,0.0,0.01389388048377193,32.6899219121169
47,DAIRY,2017-08-15,0.0,0.6240599657884385,0.0,0.01389388048377193,32.52844297697532
50,BEVERAGES,2017-08-15,0.0,0.6236273733184319,0.0,0.01389388048377193,32.50960703800376
47,BREAD/BAKERY,2017-08-15,0.0,0.6212405376592562,0.0,0.01389388048377193,32.414838720053105
50,DAIRY,2017-08-15,0.0,0.6166387745869781,0.0,0.01389388048377193,32.25080908484246
44,PRODUCE,2017-08-15,0.0,0.6159327869727301,0.0,0.01389388048377193,32.22530208415181
44,BREAD/BAKERY,2017-08-15,0.0,0.6117186342406588,0.0,0.01389388048377193,32.08854531891039
45,PRODUCE,2017-08-15,0.0,0.6069227910724517,0.0,0.01389388048377193,31.94021229950938
3,GROCERY I,2017-08-15,0.0,0.606876612083534,0.0,0.01389388048377193,31.939035053323657
8,DAIRY,2017-08-15,0.0,0.6058611479597626,0.0,0.01389388048377193,31.90528732933295
46,BREAD/BAKERY,2017-08-15,0.0,0.6016596615954468,0.0,0.01389388048377193,31.775005418113007
47,BEVERAGES,2017-08-15,0.0,0.5941114367602149,0.0,0.01389388048377193,31.5527020967091
46,BEVERAGES,2017-08-15,0.0,0.5911209036027486,0.0,0.01389388048377193,31.470098656010915
48,BEVERAGES,2017-08-15,0.0,0.5894576279595861,0.0,0.01389388048377193,31.428306416417772
8,BEVERAGES,2017-08-15,0.0,0.5890889752100787,0.0,0.01389388048377193,31.41849603153675
48,DAIRY,2017-08-15,0.0,0.5836348305240542,0.0,0.01389388048377193,31.28703687413109
3,BEVERAGES,2017-08-15,0.0,0.5804780566924993,0.0,0.01389388048377193,31.209927248966274
45,GROCERY I,2017-08-15,0.0,0.5756041402578552,0.0,0.01389388048377193,31.10201301527506
3,BREAD/BAKERY,2017-08-15,0.0,0.5753499324722094,0.0,0.01389388048377193,31.094753330463103
48,BREAD/BAKERY,2017-08-15,0.0,0.5738418691891869,0.0,0.01389388048377193,31.06120181417002
46,PRODUCE,2017-08-15,0.0,0.5685688306208229,0.0,0.01389388048377193,30.948774803433533
45,DAIRY,2017-08-15,0.0,0.5588913543855949,0.0,0.01389388048377193,30.75904195983461
45,BREAD/BAKERY,2017-08-15,0.0,0.5301115259579322,0.0,0.01389388048377193,30.35897446438663
44,DAIRY,2017-08-15,0.0,0.5165722097841472,0.0,0.01389388048377193,30.22437598381904
51,POULTRY,2017-08-15,0.0,0.3987195879102272,0.0,0.01389388048377193,29.718356331656047
