date,store_nbr,family,unit_sales,expected_sales,residual,residual_z,n_items_on_promo,is_holiday,is_disruption_shock
2013-02-20,3,BEVERAGES,2587.0,2781.0,-194.0,0.35182837539463313,0,False,False
2013-02-21,3,BEVERAGES,2320.0,2552.0,-232.0,0.28246605686264636,0,False,False
2013-02-22,3,BEVERAGES,2259.0,3227.0,-968.0,-0.9567087547764311,0,False,False
2013-02-23,3,BEVERAGES,4012.0,4851.0,-839.0,-0.7108796999368026,0,False,False
2013-02-24,3,BEVERAGES,4227.0,4691.0,-464.0,-0.0591090359578645,0,False,False
2013-02-25,3,BEVERAGES,2899.0,2994.0,-95.0,0.5768678809178792,0,False,False
2013-02-26,3,BEVERAGES,2258.0,2734.0,-476.0,-0.09685078467864044,0,False,False
2013-02-27,3,BEVERAGES,2844.0,2770.0,74.0,0.8752525747127672,0,False,False
2013-02-28,3,BEVERAGES,2496.0,2496.5,-0.5,0.7220866124382852,0,False,False
2013-03-01,3,BEVERAGES,3208.0,3184.5,23.5,0.750236939603194,0,False,False
2013-03-02,3,BEVERAGES,5334.0,4663.0,671.0,1.8970588548218201,0,True,False
2013-03-03,3,BEVERAGES,5442.0,4632.0,810.0,2.031933268943248,0,False,False
2013-03-04,3,BEVERAGES,3606.0,2946.5,659.5,1.6564717138713139,0,False,False
2013-03-05,3,BEVERAGES,3182.0,2718.5,463.5,1.2616848304979158,0,False,False
2013-03-06,3,BEVERAGES,3422.0,2770.0,652.0,1.5305740003834327,0,False,False
2013-03-07,3,BEVERAGES,2637.0,2468.5,168.5,0.6965014551344382,0,False,False
2013-03-08,3,BEVERAGES,2933.0,3175.0,-242.0,0.021912703647995233,0,False,False
2013-03-09,3,BEVERAGES,4436.0,4663.0,-227.0,0.04617837516255059,0,False,False
2013-03-10,3,BEVERAGES,5036.0,4632.0,404.0,1.088152598452233,0,False,False
2013-03-11,3,BEVERAGES,3217.0,2946.5,270.5,0.8429918324971989,0,False,False
2013-03-12,3,BEVERAGES,2573.0,2718.5,-145.5,0.13979704474246737,0,False,False
2013-03-13,3,BEVERAGES,2794.0,2798.0,-4.0,0.37492135113108044,0,False,False
2013-03-14,3,BEVERAGES,2515.0,2468.5,46.5,0.4558764058430465,0,False,False
2013-03-15,3,BEVERAGES,3061.0,3070.5,-9.5,0.3553240905131736,0,False,False
2013-03-16,3,BEVERAGES,4779.0,4455.5,323.5,0.9226422032046134,0,False,False
2013-03-17,3,BEVERAGES,5305.0,4775.0,530.0,1.2613963391924978,0,False,False
2013-03-18,3,BEVERAGES,2724.0,2946.5,-222.5,-0.05431656901012814,0,False,False
2013-03-19,3,BEVERAGES,2417.0,2638.0,-221.0,-0.05124113271948775,0,False,False
2013-03-20,3,BEVERAGES,3216.0,2776.5,439.5,1.0988894012633403,0,False,False
2013-03-21,3,BEVERAGES,2802.0,2468.5,333.5,0.8936193538925823,0,False,False
2013-03-22,3,BEVERAGES,2733.0,2997.0,-264.0,-0.16038382854266614,0,False,False
2013-03-23,3,BEVERAGES,4418.0,4455.5,-37.5,0.2386893733193131,0,False,False
2013-03-24,3,BEVERAGES,4518.0,4775.0,-257.0,-0.15191471013296134,0,False,False
2013-03-25,3,BEVERAGES,3153.0,2811.5,341.5,0.9174543774946667,0,False,False
2013-03-26,3,BEVERAGES,2371.0,2527.5,-156.5,0.013922594510898716,0,False,False
2013-03-27,3,BEVERAGES,2750.0,2776.5,-26.5,0.24804117418347038,0,False,False
2013-03-28,3,BEVERAGES,2985.0,2505.5,479.5,1.1645674280891662,0,False,False
2013-03-29,3,BEVERAGES,3737.0,2997.0,740.0,1.6153199349795624,0,False,False
2013-03-30,3,BEVERAGES,4243.0,4455.5,-212.5,-0.1321648811566414,0,False,False
2013-03-31,3,BEVERAGES,4748.0,4775.0,-27.0,0.20320918789142212,0,False,False
2013-04-01,3,BEVERAGES,3721.0,2946.5,774.5,1.6569070146239548,0,True,False
2013-04-02,3,BEVERAGES,3618.0,2449.5,1168.5,2.3193504441108628,0,False,False
2013-04-03,3,BEVERAGES,3353.0,2776.5,576.5,1.1881055307646928,0,False,False
2013-04-04,3,BEVERAGES,2921.0,2505.5,415.5,0.8887697821698926,0,False,False
2013-04-05,3,BEVERAGES,2973.0,2997.0,-24.0,0.11406244949982162,0,False,False
2013-04-06,3,BEVERAGES,5072.0,4427.0,645.0,1.283870848816704,0,False,False
2013-04-07,3,BEVERAGES,5629.0,4660.5,968.5,1.8247617769201965,0,False,False
2013-04-08,3,BEVERAGES,3057.0,3073.5,-16.5,0.08298632651129459,0,False,False
2013-04-09,3,BEVERAGES,2947.0,2527.5,419.5,0.8356269350334652,0,False,False
2013-04-10,3,BEVERAGES,2992.0,2819.0,173.0,0.39976705238473975,0,False,False
2013-04-11,3,BEVERAGES,2347.0,2576.0,-229.0,-0.30289382413270594,0,False,False
2013-04-12,3,BEVERAGES,2870.0,2953.0,-83.0,-0.04519979108508181,0,True,False
2013-04-13,3,BEVERAGES,4917.0,4607.5,309.5,0.646656871996989,0,False,False
2013-04-14,3,BEVERAGES,4995.0,4892.0,103.0,0.2758388767838512,0,True,False
2013-04-15,3,BEVERAGES,3380.0,3105.0,275.0,0.5799736900508394,0,False,False
2013-04-16,3,BEVERAGES,3432.0,2527.5,904.5,1.6995868337553397,0,False,False
2013-04-17,3,BEVERAGES,3126.0,2918.0,208.0,0.43065768851419806,0,False,False
2013-04-18,3,BEVERAGES,2533.0,2576.0,-43.0,-0.017843731893453195,0,False,False
2013-04-19,3,BEVERAGES,2869.0,2953.0,-84.0,-0.0909466669787129,0,False,False
2013-04-20,3,BEVERAGES,4318.0,4607.5,-289.5,-0.4594802273119504,0,False,False
2013-04-21,3,BEVERAGES,4830.0,5015.5,-185.5,-0.26871077287875045,0,True,False
2013-04-22,3,BEVERAGES,2956.0,3185.0,-229.0,-0.34600099682785374,0,False,False
2013-04-23,3,BEVERAGES,2486.0,2760.0,-274.0,-0.42588815177807865,0,False,False
2013-04-24,3,BEVERAGES,3001.0,3059.0,-58.0,-0.03799184121495536,0,False,False
2013-04-25,3,BEVERAGES,3162.0,2585.0,577.0,1.1230223854586627,0,False,False
2013-04-26,3,BEVERAGES,3136.0,2953.0,183.0,0.3790553263204527,0,False,False
2013-04-27,3,BEVERAGES,4468.0,4607.5,-139.5,-0.22486415239024496,0,False,False
2013-04-28,3,BEVERAGES,5134.0,5015.5,118.5,0.2343489549720609,0,False,False
2013-04-29,3,BEVERAGES,3386.0,3185.0,201.0,0.3732144582643337,0,True,False
2013-04-30,3,BEVERAGES,2821.0,2760.0,61.0,0.09979359130901522,0,False,False
2013-05-01,3,BEVERAGES,4399.0,3063.5,1335.5,2.5189079445384324,0,True,False
2013-05-02,3,BEVERAGES,3249.0,2719.5,529.5,0.9235677729425678,0,False,False
2013-05-03,3,BEVERAGES,2986.0,2953.0,33.0,0.005555310633224212,0,False,False
2013-05-04,3,BEVERAGES,4857.0,4452.0,405.0,0.6829930214295787,0,False,False
2013-05-05,3,BEVERAGES,4903.0,5015.5,-112.5,-0.2813903493963111,0,False,False
2013-05-06,3,BEVERAGES,3084.0,3185.0,-101.0,-0.27805284822599496,0,False,False
2013-05-07,3,BEVERAGES,2569.0,2697.0,-128.0,-0.3371220754680227,0,False,False
2013-05-08,3,BEVERAGES,2933.0,3063.5,-130.5,-0.34066129048752775,0,False,False
2013-05-09,3,BEVERAGES,2536.0,2861.5,-325.5,-0.7056051633780493,0,False,False
2013-05-10,3,BEVERAGES,3022.0,2979.5,42.5,-0.007263938705153692,0,False,False
2013-05-11,3,BEVERAGES,5003.0,4623.5,379.5,0.6225088216954066,0,True,False
2013-05-12,3,BEVERAGES,3459.0,4949.0,-1490.0,-3.7652982145933853,0,True,False
2013-05-13,3,BEVERAGES,3439.0,3118.5,320.5,0.5198901507444531,0,False,False
2013-05-14,3,BEVERAGES,2630.0,2695.0,-65.0,-0.3540756647719804,0,False,False
2013-05-15,3,BEVERAGES,2849.0,3063.5,-214.5,-0.7032271377911755,0,False,False
2013-05-16,3,BEVERAGES,2554.0,2861.5,-307.5,-0.9246397395569922,0,False,False
2013-05-17,3,BEVERAGES,3315.0,2979.5,335.5,0.5375806549047463,0,False,False
2013-05-18,3,BEVERAGES,5045.0,4662.5,382.5,0.6572555703324267,0,False,False
2013-05-19,3,BEVERAGES,5294.0,4866.5,427.5,0.7451092646225735,0,False,False
2013-05-20,3,BEVERAGES,3206.0,3266.5,-60.5,-0.3821604573270223,0,False,False
2013-05-21,3,BEVERAGES,2649.0,2725.5,-76.5,-0.42548584453430377,0,False,False
2013-05-22,3,BEVERAGES,3062.0,2996.5,65.5,-0.10259818356325157,0,False,False
2013-05-23,3,BEVERAGES,2678.0,2737.5,-59.5,-0.3990952398740806,0,False,False
2013-05-24,3,BEVERAGES,3666.0,3004.0,662.0,1.2879646263826359,0,True,False
2013-05-25,3,BEVERAGES,3800.0,4887.0,-1087.0,-2.9996234828161725,0,False,False
2013-05-26,3,BEVERAGES,3914.0,4949.0,-1035.0,-2.752516191323362,0,False,False
2013-05-27,3,BEVERAGES,2951.0,3293.0,-342.0,-1.053187055191535,0,False,False
2013-05-28,3,BEVERAGES,2308.0,2735.0,-427.0,-1.2543287549502131,0,False,False
2013-05-29,3,BEVERAGES,3135.0,3031.5,103.5,-0.034374243644404494,0,False,False
2013-05-30,3,BEVERAGES,2764.0,2616.0,148.0,0.06342306244678345,0,False,False
2013-05-31,3,BEVERAGES,2652.0,3004.0,-352.0,-1.068264866781223,0,False,False
2013-06-01,3,BEVERAGES,5054.0,4887.0,167.0,0.12919150237525612,0,False,False
2013-06-02,3,BEVERAGES,6340.0,4949.0,1391.0,2.9573727652325843,0,False,False
2013-06-03,3,BEVERAGES,3742.0,3145.0,597.0,1.0740335701944685,0,False,False
2013-06-04,3,BEVERAGES,3071.0,2639.5,431.5,0.7029381604225564,0,False,False
2013-06-05,3,BEVERAGES,2976.0,3031.5,-55.5,-0.36629265924455584,0,False,False
2013-06-06,3,BEVERAGES,2802.0,2616.0,186.0,0.1738392850440189,0,False,False
2013-06-07,3,BEVERAGES,3454.0,3004.0,450.0,0.7499305507546468,0,False,False
2013-06-08,3,BEVERAGES,4801.0,4887.0,-86.0,-0.4567686533636162,0,False,False
2013-06-09,3,BEVERAGES,5161.0,4949.0,212.0,0.21724038720502103,0,False,False
2013-06-10,3,BEVERAGES,3289.0,3293.0,-4.0,-0.2615721902574487,0,False,False
2013-06-11,3,BEVERAGES,2769.0,2639.5,129.5,0.03186058915457955,0,False,False
2013-06-12,3,BEVERAGES,3060.0,3031.5,28.5,-0.19646271918745578,0,False,False
2013-06-13,3,BEVERAGES,2748.0,2721.0,27.0,-0.19934333224747083,0,False,False
2013-06-14,3,BEVERAGES,3094.0,3079.0,15.0,-0.22703096900164407,0,False,False
2013-06-15,3,BEVERAGES,5343.0,4829.0,514.0,0.8933822114355525,0,False,False
2013-06-16,3,BEVERAGES,4406.0,5018.5,-612.5,-1.6193809617440085,0,False,False
2013-06-17,3,BEVERAGES,3919.0,3247.5,671.5,1.2409646578672429,0,False,False
2013-06-18,3,BEVERAGES,2662.0,2639.5,22.5,-0.21142130679707496,0,False,False
2013-06-19,3,BEVERAGES,3353.0,3030.5,322.5,0.45814436819181903,0,False,False
2013-06-20,3,BEVERAGES,2558.0,2756.0,-198.0,-0.6866383368928511,0,False,False
2013-06-21,3,BEVERAGES,3212.0,3115.0,97.0,-0.03929466050412265,0,False,False
2013-06-22,3,BEVERAGES,4765.0,4930.0,-165.0,-0.6200981760991293,0,False,False
2013-06-23,3,BEVERAGES,5138.0,5018.5,119.5,0.004734458111155917,0,True,False
2013-06-24,3,BEVERAGES,3555.0,3337.5,217.5,0.22685829258278783,0,False,False
2013-06-25,3,BEVERAGES,2861.0,2655.5,205.5,0.19148108019889318,0,True,False
2013-06-26,3,BEVERAGES,2883.0,3061.0,-178.0,-0.6638627135748456,0,False,False
2013-06-27,3,BEVERAGES,2510.0,2713.0,-203.0,-0.7039050314480205,0,False,False
2013-06-28,3,BEVERAGES,3059.0,3153.0,-94.0,-0.44256096996562166,0,False,False
2013-06-29,3,BEVERAGES,4713.0,4930.0,-217.0,-0.7218952216841218,0,False,False
2013-06-30,3,BEVERAGES,4880.0,5020.5,-140.5,-0.544423304104844,0,False,False
2013-07-01,3,BEVERAGES,3165.0,3364.0,-199.0,-0.6599369900951604,0,False,False
2013-07-02,3,BEVERAGES,3136.0,2655.5,480.5,0.9407678944070985,0,False,False
2013-07-03,3,BEVERAGES,3091.0,3018.0,73.0,-0.008469151041633689,0,True,False
2013-07-04,3,BEVERAGES,2417.0,2618.0,-201.0,-0.6434899867738799,0,False,False
2013-07-05,3,BEVERAGES,3207.0,3153.0,54.0,-0.03950662113436086,0,False,False
2013-07-06,3,BEVERAGES,4103.0,4902.0,-799.0,-2.045893834572016,0,False,False
2013-07-07,3,BEVERAGES,4376.0,5009.0,-633.0,-1.6113994530312648,0,False,False
2013-07-08,3,BEVERAGES,3075.0,3364.0,-289.0,-0.766186025960983,0,False,False
2013-07-09,3,BEVERAGES,2479.0,2715.5,-236.5,-0.6254979075096639,0,False,False
2013-07-10,3,BEVERAGES,2676.0,3061.0,-385.0,-0.9620183207428379,0,False,False
2013-07-11,3,BEVERAGES,2676.0,2618.0,58.0,0.080309375929565,0,False,False
2013-07-12,3,BEVERAGES,2763.0,3209.5,-446.5,-1.1026392977716384,0,False,False
2013-07-13,3,BEVERAGES,4411.0,4783.0,-372.0,-0.9051012052974801,0,False,False
2013-07-14,3,BEVERAGES,4302.0,5009.0,-707.0,-1.6655271594483254,0,False,False
2013-07-15,3,BEVERAGES,3195.0,3247.5,-52.5,-0.12152154989866315,0,False,False
2013-07-16,3,BEVERAGES,2929.0,2715.5,213.5,0.5243030082532035,0,False,False
2013-07-17,3,BEVERAGES,3019.0,3061.0,-42.0,-0.07514610859819161,0,False,False
2013-07-18,3,BEVERAGES,2629.0,2677.0,-48.0,-0.0892451418626157,0,False,False
2013-07-19,3,BEVERAGES,2751.0,3150.5,-399.5,-0.9147306147809228,0,False,False
2013-07-20,3,BEVERAGES,4777.0,4739.0,38.0,0.11414885519290023,0,False,False
2013-07-21,3,BEVERAGES,4184.0,4643.0,-459.0,-1.0557990608157086,0,False,False
2013-07-22,3,BEVERAGES,2941.0,3242.0,-301.0,-0.6764939757905927,0,False,False
2013-07-23,3,BEVERAGES,3027.0,2815.0,212.0,0.5200213610408655,0,True,False
2013-07-24,3,BEVERAGES,2918.0,3039.5,-121.5,-0.26379030516174956,0,True,False
2013-07-25,3,BEVERAGES,2759.0,2652.5,106.5,0.2877986320069821,0,True,False
2013-07-26,3,BEVERAGES,2896.0,3076.5,-180.5,-0.3852891992443579,0,False,False
2013-07-27,3,BEVERAGES,4111.0,4771.0,-660.0,-1.5119250447084818,0,False,False
2013-07-28,3,BEVERAGES,4494.0,4643.0,-149.0,-0.2862078245009906,0,False,False
2013-07-29,3,BEVERAGES,2801.0,3242.0,-441.0,-0.956949865831852,0,False,False
2013-07-30,3,BEVERAGES,2880.0,2895.0,-15.0,0.04707546761045896,0,False,False
2013-07-31,3,BEVERAGES,3189.0,2997.5,191.5,0.5951275421857324,0,False,False
2013-08-01,3,BEVERAGES,3196.0,2652.5,543.5,1.4847672660269318,0,False,False
2013-08-02,3,BEVERAGES,3580.0,3076.5,503.5,1.35509660578978,0,False,False
2013-08-03,3,BEVERAGES,4641.0,4739.0,-98.0,-0.12401215957652692,0,False,False
2013-08-04,3,BEVERAGES,4356.0,4450.0,-94.0,-0.11462461005285186,0,False,False
2013-08-05,3,BEVERAGES,3305.0,3180.0,125.0,0.4211340945452265,0,True,False
2013-08-06,3,BEVERAGES,2819.0,2870.5,-51.5,-0.01767502270606885,0,False,False
2013-08-07,3,BEVERAGES,3169.0,3039.5,129.5,0.4229071123069859,0,False,False
2013-08-08,3,BEVERAGES,2487.0,2652.5,-165.5,-0.31158644881467407,0,False,False
2013-08-09,3,BEVERAGES,2919.0,3076.5,-157.5,-0.28623247287034503,0,False,False
2013-08-10,3,BEVERAGES,3896.0,4677.0,-781.0,-1.8090813152527092,0,True,False
2013-08-11,3,BEVERAGES,3740.0,4391.0,-651.0,-1.5948519323881798,0,False,False
2013-08-12,3,BEVERAGES,2573.0,3180.0,-607.0,-1.4392668297613636,0,False,False
2013-08-13,3,BEVERAGES,2711.0,2870.5,-159.5,-0.26532805002452386,0,False,False
2013-08-14,3,BEVERAGES,3051.0,3055.0,-4.0,0.13010956649582062,0,False,False
2013-08-15,3,BEVERAGES,2641.0,2593.5,47.5,0.25360431506827785,0,True,False
2013-08-16,3,BEVERAGES,3186.0,2989.0,197.0,0.6478544113968749,0,False,False
2013-08-17,3,BEVERAGES,4323.0,4526.0,-203.0,-0.37791919055325646,0,False,False
2013-08-18,3,BEVERAGES,4023.0,4366.0,-343.0,-0.7277538493604271,0,False,False
2013-08-19,3,BEVERAGES,2784.0,3120.0,-336.0,-0.699268827714117,0,False,False
2013-08-20,3,BEVERAGES,2658.0,2870.5,-212.5,-0.3697583119337786,0,False,False
2013-08-21,3,BEVERAGES,3133.0,3035.0,98.0,0.44312883544591153,0,False,False
2013-08-22,3,BEVERAGES,2732.0,2635.0,97.0,0.43552771386524586,0,False,False
2013-08-23,3,BEVERAGES,3329.0,2989.0,340.0,1.1025004856214227,0,False,False
2013-08-24,3,BEVERAGES,3854.0,4367.0,-513.0,-1.2347302895274892,0,True,False
2013-08-25,3,BEVERAGES,4215.0,4329.0,-114.0,-0.16438765968921923,0,False,False
2013-08-26,3,BEVERAGES,3253.0,3008.0,245.0,0.8458538624628658,0,False,False
2013-08-27,3,BEVERAGES,2695.0,2849.5,-154.5,-0.3089545413855263,0,False,False
2013-08-28,3,BEVERAGES,3460.0,3071.0,389.0,1.2449182251795736,0,False,False
2013-08-29,3,BEVERAGES,2775.0,2658.5,116.5,0.4590647821625602,0,False,False
2013-08-30,3,BEVERAGES,3438.0,3052.5,385.5,1.2080150474978628,0,False,False
2013-08-31,3,BEVERAGES,6054.0,4217.0,1837.0,5.281444807016995,0,False,True
2013-09-01,3,BEVERAGES,6381.0,4258.5,2122.5,5.708702685131372,0,False,True
2013-09-02,3,BEVERAGES,3956.0,3008.0,948.0,2.212114109187994,0,False,False
2013-09-03,3,BEVERAGES,3369.0,2765.0,604.0,1.380618623169886,0,False,False
2013-09-04,3,BEVERAGES,3921.0,3092.0,829.0,1.8501323386235133,0,False,False
2013-09-05,3,BEVERAGES,2933.0,2704.0,229.0,0.4918461282304737,0,False,False
2013-09-06,3,BEVERAGES,3214.0,3052.5,161.5,0.35122889354409736,0,False,False
2013-09-07,3,BEVERAGES,5411.0,4367.0,1044.0,2.278758927345752,0,False,False
2013-09-08,3,BEVERAGES,5945.0,4258.5,1686.5,3.5684815672329555,0,False,True
2013-09-09,3,BEVERAGES,3251.0,3068.0,183.0,0.30130350962054486,0,False,False
2013-09-10,3,BEVERAGES,2675.0,2849.5,-174.5,-0.4134002944316865,0,False,False
2013-09-11,3,BEVERAGES,2892.0,3151.0,-259.0,-0.5769800013337169,0,False,False
2013-09-12,3,BEVERAGES,2782.0,2745.5,36.5,0.01846308909274978,0,False,False
2013-09-13,3,BEVERAGES,3100.0,3200.0,-100.0,-0.25365227429972126,0,False,False
2013-09-14,3,BEVERAGES,4937.0,4482.0,455.0,0.868747777177282,0,False,False
2013-09-15,3,BEVERAGES,5388.0,4285.5,1102.5,2.1509599224345846,0,False,False
2013-09-16,3,BEVERAGES,3546.0,3096.0,450.0,0.8161515093383209,0,False,False
2013-09-17,3,BEVERAGES,2836.0,2765.0,71.0,0.057061345132179885,0,False,False
2013-09-18,3,BEVERAGES,3071.0,3151.0,-80.0,-0.23534769045875203,0,False,False
2013-09-19,3,BEVERAGES,2657.0,2767.0,-110.0,-0.29742002598552114,0,False,False
2013-09-20,3,BEVERAGES,2925.0,3200.0,-275.0,-0.618573514937551,0,False,False
2013-09-21,3,BEVERAGES,5477.0,4482.0,995.0,1.8893149105055975,0,False,False
2013-09-22,3,BEVERAGES,5476.0,4425.0,1051.0,1.9426376999356403,0,False,False
2013-09-23,3,BEVERAGES,3373.0,3252.0,121.0,0.12320406762631311,0,False,False
2013-09-24,3,BEVERAGES,2872.0,2765.0,107.0,0.09847516197834473,0,False,False
2013-09-25,3,BEVERAGES,3213.0,3151.0,62.0,0.007120538232268971,0,False,False
2013-09-26,3,BEVERAGES,2686.0,2753.5,-67.5,-0.24470866292230822,0,False,False
2013-09-27,3,BEVERAGES,3081.0,3200.0,-119.0,-0.3432467704988847,0,False,False
2013-09-28,3,BEVERAGES,5105.0,4789.0,316.0,0.4823906724306884,0,True,False
2013-09-29,3,BEVERAGES,5776.0,4872.0,904.0,1.5913277712505827,0,False,False
2013-09-30,3,BEVERAGES,3131.0,3279.0,-148.0,-0.42831396966407614,0,False,False
2013-10-01,3,BEVERAGES,3330.0,2765.0,565.0,0.9268647901559085,0,False,False
2013-10-02,3,BEVERAGES,3583.0,3151.0,432.0,0.662896335932141,0,False,False
2013-10-03,3,BEVERAGES,2867.0,2709.0,158.0,0.13594367747372005,0,False,False
2013-10-04,3,BEVERAGES,3527.0,3143.0,384.0,0.5570486868790051,0,False,False
2013-10-05,3,BEVERAGES,5219.0,5021.0,198.0,0.18670249160201172,0,False,False
2013-10-06,3,BEVERAGES,5653.0,5432.0,221.0,0.21520233193965158,0,False,False
2013-10-07,3,BEVERAGES,3476.0,3252.0,224.0,0.2107309539780605,0,True,False
2013-10-08,3,BEVERAGES,2781.0,2773.5,7.5,-0.2167577274954658,0,False,False
2013-10-09,3,BEVERAGES,2875.0,3173.0,-298.0,-0.8193645925557893,0,False,False
2013-10-10,3,BEVERAGES,2847.0,2753.5,93.5,-0.051533467198087254,0,False,False
2013-10-11,3,BEVERAGES,3771.0,3200.0,571.0,0.8663146100511285,0,True,False
2013-10-12,3,BEVERAGES,4184.0,5162.0,-978.0,-2.1734088247475714,0,False,False
2013-10-13,3,BEVERAGES,4662.0,5564.5,-902.5,-1.9978342706213046,0,False,False
2013-10-14,3,BEVERAGES,2768.0,3313.0,-545.0,-1.2633739173351362,0,False,False
2013-10-15,3,BEVERAGES,2652.0,2808.5,-156.5,-0.5095781773800874,0,False,False
2013-10-16,3,BEVERAGES,3298.0,3173.0,125.0,0.019697326152712007,0,False,False
2013-10-17,3,BEVERAGES,2676.0,2778.5,-102.5,-0.4095362772875322,0,False,False
2013-10-18,3,BEVERAGES,3012.0,3271.5,-259.5,-0.712532399206126,0,False,False
2013-10-19,3,BEVERAGES,5108.0,5162.0,-54.0,-0.31930558887035393,0,False,False
2013-10-20,3,BEVERAGES,5254.0,5564.5,-310.5,-0.8133214472320307,0,False,False
2013-10-21,3,BEVERAGES,3194.0,3313.0,-119.0,-0.45199903889471355,0,False,False
2013-10-22,3,BEVERAGES,2440.0,2808.5,-368.5,-0.9145172208045236,0,False,False
2013-10-23,3,BEVERAGES,2930.0,3255.5,-325.5,-0.8254422517061507,0,False,False
2013-10-24,3,BEVERAGES,3205.0,2778.5,426.5,0.5925457520072704,0,False,False
2013-10-25,3,BEVERAGES,3042.0,3157.0,-115.0,-0.43232477766130006,0,False,False
2013-10-26,3,BEVERAGES,4482.0,5163.5,-681.5,-1.519054050369767,0,False,False
2013-10-27,3,BEVERAGES,5205.0,5564.5,-359.5,-0.8892854696423625,0,False,False
2013-10-28,3,BEVERAGES,3307.0,3312.0,-5.0,-0.22897785092172,0,False,False
2013-10-29,3,BEVERAGES,2435.0,2808.5,-373.5,-0.9189104233974601,0,False,False
2013-10-30,3,BEVERAGES,2931.0,3142.0,-211.0,-0.6002781731312241,0,False,False
2013-10-31,3,BEVERAGES,2151.0,2814.5,-663.5,-1.4302482598668957,0,False,False
2013-11-01,3,BEVERAGES,3017.0,3090.5,-73.5,-0.3024168769675806,0,False,False
2013-11-02,3,BEVERAGES,4738.0,5106.5,-368.5,-0.8492822633379757,0,True,False
2013-11-03,3,BEVERAGES,5386.0,5432.0,-46.0,-0.2455662152181334,0,True,False
