date,store_nbr,family,unit_sales,n_items_on_promo,city,state,type,cluster,oil_price,is_holiday
2013-05-11,3,BEVERAGES,5003.0,0,Quito,Pichincha,D,8,95.81,True
2013-05-12,3,BEVERAGES,3459.0,0,Quito,Pichincha,D,8,95.81,True
2013-05-13,3,BEVERAGES,3439.0,0,Quito,Pichincha,D,8,94.76,False
2013-05-14,3,BEVERAGES,2630.0,0,Quito,Pichincha,D,8,93.96,False
2013-05-15,3,BEVERAGES,2849.0,0,Quito,Pichincha,D,8,93.95,False
2013-05-16,3,BEVERAGES,2554.0,0,Quito,Pichincha,D,8,94.85,False
2013-05-17,3,BEVERAGES,3315.0,0,Quito,Pichincha,D,8,95.72,False
2013-05-18,3,BEVERAGES,5045.0,0,Quito,Pichincha,D,8,95.72,False
2013-05-19,3,BEVERAGES,5294.0,0,Quito,Pichincha,D,8,95.72,False
2013-05-20,3,BEVERAGES,3206.0,0,Quito,Pichincha,D,8,96.29,False
2013-05-21,3,BEVERAGES,2649.0,0,Quito,Pichincha,D,8,95.55,False
2013-05-22,3,BEVERAGES,3062.0,0,Quito,Pichincha,D,8,93.98,False
2013-05-23,3,BEVERAGES,2678.0,0,Quito,Pichincha,D,8,94.12,False
2013-05-24,3,BEVERAGES,3666.0,0,Quito,Pichincha,D,8,93.84,True
2013-05-25,3,BEVERAGES,3800.0,0,Quito,Pichincha,D,8,93.84,False
2013-05-26,3,BEVERAGES,3914.0,0,Quito,Pichincha,D,8,93.84,False
2013-05-27,3,BEVERAGES,2951.0,0,Quito,Pichincha,D,8,93.84,False
2013-05-28,3,BEVERAGES,2308.0,0,Quito,Pichincha,D,8,94.65,False
2013-05-29,3,BEVERAGES,3135.0,0,Quito,Pichincha,D,8,93.13,False
2013-05-30,3,BEVERAGES,2764.0,0,Quito,Pichincha,D,8,93.57,False
2013-05-31,3,BEVERAGES,2652.0,0,Quito,Pichincha,D,8,91.93,False
2013-06-01,3,BEVERAGES,5054.0,0,Quito,Pichincha,D,8,91.93,False
2013-06-02,3,BEVERAGES,6340.0,0,Quito,Pichincha,D,8,91.93,False
2013-06-03,3,BEVERAGES,3742.0,0,Quito,Pichincha,D,8,93.41,False
2013-06-04,3,BEVERAGES,3071.0,0,Quito,Pichincha,D,8,93.36,False
2013-06-05,3,BEVERAGES,2976.0,0,Quito,Pichincha,D,8,93.66,False
2013-06-06,3,BEVERAGES,2802.0,0,Quito,Pichincha,D,8,94.71,False
2013-06-07,3,BEVERAGES,3454.0,0,Quito,Pichincha,D,8,96.11,False
2013-06-08,3,BEVERAGES,4801.0,0,Quito,Pichincha,D,8,96.11,False
2013-06-09,3,BEVERAGES,5161.0,0,Quito,Pichincha,D,8,96.11,False
2013-06-10,3,BEVERAGES,3289.0,0,Quito,Pichincha,D,8,95.82,False
2013-06-11,3,BEVERAGES,2769.0,0,Quito,Pichincha,D,8,95.5,False
2013-06-12,3,BEVERAGES,3060.0,0,Quito,Pichincha,D,8,95.98,False
2013-06-13,3,BEVERAGES,2748.0,0,Quito,Pichincha,D,8,96.66,False
2013-06-14,3,BEVERAGES,3094.0,0,Quito,Pichincha,D,8,97.83,False
2013-06-15,3,BEVERAGES,5343.0,0,Quito,Pichincha,D,8,97.83,False
2013-06-16,3,BEVERAGES,4406.0,0,Quito,Pichincha,D,8,97.83,False
2013-06-17,3,BEVERAGES,3919.0,0,Quito,Pichincha,D,8,97.86,False
2013-06-18,3,BEVERAGES,2662.0,0,Quito,Pichincha,D,8,98.46,False
2013-06-19,3,BEVERAGES,3353.0,0,Quito,Pichincha,D,8,98.24,False
2013-06-20,3,BEVERAGES,2558.0,0,Quito,Pichincha,D,8,94.89,False
2013-06-21,3,BEVERAGES,3212.0,0,Quito,Pichincha,D,8,93.81,False
2013-06-22,3,BEVERAGES,4765.0,0,Quito,Pichincha,D,8,93.81,False
2013-06-23,3,BEVERAGES,5138.0,0,Quito,Pichincha,D,8,93.81,True
2013-06-24,3,BEVERAGES,3555.0,0,Quito,Pichincha,D,8,95.07,False
2013-06-25,3,BEVERAGES,2861.0,0,Quito,Pichincha,D,8,95.25,True
2013-06-26,3,BEVERAGES,2883.0,0,Quito,Pichincha,D,8,95.47,False
2013-06-27,3,BEVERAGES,2510.0,0,Quito,Pichincha,D,8,97.0,False
2013-06-28,3,BEVERAGES,3059.0,0,Quito,Pichincha,D,8,96.36,False
2013-06-29,3,BEVERAGES,4713.0,0,Quito,Pichincha,D,8,96.36,False
2013-06-30,3,BEVERAGES,4880.0,0,Quito,Pichincha,D,8,96.36,False
2013-07-01,3,BEVERAGES,3165.0,0,Quito,Pichincha,D,8,97.94,False
2013-07-02,3,BEVERAGES,3136.0,0,Quito,Pichincha,D,8,99.65,False
2013-07-03,3,BEVERAGES,3091.0,0,Quito,Pichincha,D,8,101.92,True
2013-07-04,3,BEVERAGES,2417.0,0,Quito,Pichincha,D,8,101.92,False
2013-07-05,3,BEVERAGES,3207.0,0,Quito,Pichincha,D,8,103.09,False
2013-07-06,3,BEVERAGES,4103.0,0,Quito,Pichincha,D,8,103.09,False
2013-07-07,3,BEVERAGES,4376.0,0,Quito,Pichincha,D,8,103.09,False
2013-07-08,3,BEVERAGES,3075.0,0,Quito,Pichincha,D,8,103.03,False
2013-07-09,3,BEVERAGES,2479.0,0,Quito,Pichincha,D,8,103.46,False
2013-07-10,3,BEVERAGES,2676.0,0,Quito,Pichincha,D,8,106.41,False
2013-07-11,3,BEVERAGES,2676.0,0,Quito,Pichincha,D,8,104.77,False
2013-07-12,3,BEVERAGES,2763.0,0,Quito,Pichincha,D,8,105.85,False
2013-07-13,3,BEVERAGES,4411.0,0,Quito,Pichincha,D,8,105.85,False
2013-07-14,3,BEVERAGES,4302.0,0,Quito,Pichincha,D,8,105.85,False
2013-07-15,3,BEVERAGES,3195.0,0,Quito,Pichincha,D,8,106.2,False
2013-07-16,3,BEVERAGES,2929.0,0,Quito,Pichincha,D,8,105.88,False
2013-07-17,3,BEVERAGES,3019.0,0,Quito,Pichincha,D,8,106.39,False
2013-07-18,3,BEVERAGES,2629.0,0,Quito,Pichincha,D,8,107.94,False
2013-07-19,3,BEVERAGES,2751.0,0,Quito,Pichincha,D,8,108.0,False
2013-07-20,3,BEVERAGES,4777.0,0,Quito,Pichincha,D,8,108.0,False
2013-07-21,3,BEVERAGES,4184.0,0,Quito,Pichincha,D,8,108.0,False
2013-07-22,3,BEVERAGES,2941.0,0,Quito,Pichincha,D,8,106.61,False
2013-07-23,3,BEVERAGES,3027.0,0,Quito,Pichincha,D,8,107.13,True
2013-07-24,3,BEVERAGES,2918.0,0,Quito,Pichincha,D,8,105.41,True
2013-07-25,3,BEVERAGES,2759.0,0,Quito,Pichincha,D,8,105.47,True
2013-07-26,3,BEVERAGES,2896.0,0,Quito,Pichincha,D,8,104.76,False
2013-07-27,3,BEVERAGES,4111.0,0,Quito,Pichincha,D,8,104.76,False
2013-07-28,3,BEVERAGES,4494.0,0,Quito,Pichincha,D,8,104.76,False
2013-07-29,3,BEVERAGES,2801.0,0,Quito,Pichincha,D,8,104.61,False
2013-07-30,3,BEVERAGES,2880.0,0,Quito,Pichincha,D,8,103.14,False
2013-07-31,3,BEVERAGES,3189.0,0,Quito,Pichincha,D,8,105.1,False
2013-08-01,3,BEVERAGES,3196.0,0,Quito,Pichincha,D,8,107.93,False
2013-08-02,3,BEVERAGES,3580.0,0,Quito,Pichincha,D,8,106.94,False
2013-08-03,3,BEVERAGES,4641.0,0,Quito,Pichincha,D,8,106.94,False
2013-08-04,3,BEVERAGES,4356.0,0,Quito,Pichincha,D,8,106.94,False
2013-08-05,3,BEVERAGES,3305.0,0,Quito,Pichincha,D,8,106.61,True
2013-08-06,3,BEVERAGES,2819.0,0,Quito,Pichincha,D,8,105.32,False
2013-08-07,3,BEVERAGES,3169.0,0,Quito,Pichincha,D,8,104.41,False
2013-08-08,3,BEVERAGES,2487.0,0,Quito,Pichincha,D,8,103.45,False
2013-08-09,3,BEVERAGES,2919.0,0,Quito,Pichincha,D,8,106.04,False
2013-08-10,3,BEVERAGES,3896.0,0,Quito,Pichincha,D,8,106.04,True
2013-08-11,3,BEVERAGES,3740.0,0,Quito,Pichincha,D,8,106.04,False
2013-08-12,3,BEVERAGES,2573.0,0,Quito,Pichincha,D,8,106.19,False
2013-08-13,3,BEVERAGES,2711.0,0,Quito,Pichincha,D,8,106.78,False
2013-08-14,3,BEVERAGES,3051.0,0,Quito,Pichincha,D,8,106.89,False
2013-08-15,3,BEVERAGES,2641.0,0,Quito,Pichincha,D,8,107.43,True
2013-08-16,3,BEVERAGES,3186.0,0,Quito,Pichincha,D,8,107.58,False
2013-08-17,3,BEVERAGES,4323.0,0,Quito,Pichincha,D,8,107.58,False
2013-08-18,3,BEVERAGES,4023.0,0,Quito,Pichincha,D,8,107.58,False
2013-08-19,3,BEVERAGES,2784.0,0,Quito,Pichincha,D,8,107.14,False
2013-08-20,3,BEVERAGES,2658.0,0,Quito,Pichincha,D,8,104.9,False
2013-08-21,3,BEVERAGES,3133.0,0,Quito,Pichincha,D,8,103.93,False
2013-08-22,3,BEVERAGES,2732.0,0,Quito,Pichincha,D,8,104.93,False
2013-08-23,3,BEVERAGES,3329.0,0,Quito,Pichincha,D,8,106.48,False
2013-08-24,3,BEVERAGES,3854.0,0,Quito,Pichincha,D,8,106.48,True
2013-08-25,3,BEVERAGES,4215.0,0,Quito,Pichincha,D,8,106.48,False
2013-08-26,3,BEVERAGES,3253.0,0,Quito,Pichincha,D,8,105.88,False
2013-08-27,3,BEVERAGES,2695.0,0,Quito,Pichincha,D,8,109.11,False
2013-08-28,3,BEVERAGES,3460.0,0,Quito,Pichincha,D,8,110.17,False
2013-08-29,3,BEVERAGES,2775.0,0,Quito,Pichincha,D,8,108.51,False
2013-08-30,3,BEVERAGES,3438.0,0,Quito,Pichincha,D,8,107.98,False
2013-08-31,3,BEVERAGES,6054.0,0,Quito,Pichincha,D,8,107.98,False
2013-09-01,3,BEVERAGES,6381.0,0,Quito,Pichincha,D,8,107.98,False
2013-09-02,3,BEVERAGES,3956.0,0,Quito,Pichincha,D,8,107.98,False
2013-09-03,3,BEVERAGES,3369.0,0,Quito,Pichincha,D,8,108.67,False
2013-09-04,3,BEVERAGES,3921.0,0,Quito,Pichincha,D,8,107.29,False
2013-09-05,3,BEVERAGES,2933.0,0,Quito,Pichincha,D,8,108.5,False
2013-09-06,3,BEVERAGES,3214.0,0,Quito,Pichincha,D,8,110.62,False
2013-09-07,3,BEVERAGES,5411.0,0,Quito,Pichincha,D,8,110.62,False
2013-09-08,3,BEVERAGES,5945.0,0,Quito,Pichincha,D,8,110.62,False
2013-09-09,3,BEVERAGES,3251.0,0,Quito,Pichincha,D,8,109.62,False
2013-09-10,3,BEVERAGES,2675.0,0,Quito,Pichincha,D,8,107.48,False
2013-09-11,3,BEVERAGES,2892.0,0,Quito,Pichincha,D,8,107.65,False
2013-09-12,3,BEVERAGES,2782.0,0,Quito,Pichincha,D,8,108.72,False
2013-09-13,3,BEVERAGES,3100.0,0,Quito,Pichincha,D,8,108.31,False
2013-09-14,3,BEVERAGES,4937.0,0,Quito,Pichincha,D,8,108.31,False
2013-09-15,3,BEVERAGES,5388.0,0,Quito,Pichincha,D,8,108.31,False
2013-09-16,3,BEVERAGES,3546.0,0,Quito,Pichincha,D,8,106.54,False
2013-09-17,3,BEVERAGES,2836.0,0,Quito,Pichincha,D,8,105.36,False
2013-09-18,3,BEVERAGES,3071.0,0,Quito,Pichincha,D,8,108.23,False
2013-09-19,3,BEVERAGES,2657.0,0,Quito,Pichincha,D,8,106.26,False
2013-09-20,3,BEVERAGES,2925.0,0,Quito,Pichincha,D,8,104.7,False
2013-09-21,3,BEVERAGES,5477.0,0,Quito,Pichincha,D,8,104.7,False
2013-09-22,3,BEVERAGES,5476.0,0,Quito,Pichincha,D,8,104.7,False
2013-09-23,3,BEVERAGES,3373.0,0,Quito,Pichincha,D,8,103.62,False
2013-09-24,3,BEVERAGES,2872.0,0,Quito,Pichincha,D,8,103.22,False
2013-09-25,3,BEVERAGES,3213.0,0,Quito,Pichincha,D,8,102.68,False
2013-09-26,3,BEVERAGES,2686.0,0,Quito,Pichincha,D,8,103.1,False
2013-09-27,3,BEVERAGES,3081.0,0,Quito,Pichincha,D,8,102.86,False
2013-09-28,3,BEVERAGES,5105.0,0,Quito,Pichincha,D,8,102.86,True
2013-09-29,3,BEVERAGES,5776.0,0,Quito,Pichincha,D,8,102.86,False
2013-09-30,3,BEVERAGES,3131.0,0,Quito,Pichincha,D,8,102.36,False
2013-10-01,3,BEVERAGES,3330.0,0,Quito,Pichincha,D,8,102.09,False
2013-10-02,3,BEVERAGES,3583.0,0,Quito,Pichincha,D,8,104.15,False
2013-10-03,3,BEVERAGES,2867.0,0,Quito,Pichincha,D,8,103.29,False
2013-10-04,3,BEVERAGES,3527.0,0,Quito,Pichincha,D,8,103.83,False
2013-10-05,3,BEVERAGES,5219.0,0,Quito,Pichincha,D,8,103.83,False
2013-10-06,3,BEVERAGES,5653.0,0,Quito,Pichincha,D,8,103.83,False
2013-10-07,3,BEVERAGES,3476.0,0,Quito,Pichincha,D,8,103.07,True
2013-10-08,3,BEVERAGES,2781.0,0,Quito,Pichincha,D,8,103.54,False
2013-10-09,3,BEVERAGES,2875.0,0,Quito,Pichincha,D,8,101.63,False
2013-10-10,3,BEVERAGES,2847.0,0,Quito,Pichincha,D,8,103.08,False
2013-10-11,3,BEVERAGES,3771.0,0,Quito,Pichincha,D,8,102.17,True
2013-10-12,3,BEVERAGES,4184.0,0,Quito,Pichincha,D,8,102.17,False
2013-10-13,3,BEVERAGES,4662.0,0,Quito,Pichincha,D,8,102.17,False
2013-10-14,3,BEVERAGES,2768.0,0,Quito,Pichincha,D,8,102.46,False
2013-10-15,3,BEVERAGES,2652.0,0,Quito,Pichincha,D,8,101.15,False
2013-10-16,3,BEVERAGES,3298.0,0,Quito,Pichincha,D,8,102.34,False
2013-10-17,3,BEVERAGES,2676.0,0,Quito,Pichincha,D,8,100.72,False
2013-10-18,3,BEVERAGES,3012.0,0,Quito,Pichincha,D,8,100.87,False
2013-10-19,3,BEVERAGES,5108.0,0,Quito,Pichincha,D,8,100.87,False
2013-10-20,3,BEVERAGES,5254.0,0,Quito,Pichincha,D,8,100.87,False
2013-10-21,3,BEVERAGES,3194.0,0,Quito,Pichincha,D,8,99.28,False
2013-10-22,3,BEVERAGES,2440.0,0,Quito,Pichincha,D,8,97.63,False
2013-10-23,3,BEVERAGES,2930.0,0,Quito,Pichincha,D,8,96.9,False
2013-10-24,3,BEVERAGES,3205.0,0,Quito,Pichincha,D,8,96.65,False
2013-10-25,3,BEVERAGES,3042.0,0,Quito,Pichincha,D,8,97.4,False
2013-10-26,3,BEVERAGES,4482.0,0,Quito,Pichincha,D,8,97.4,False
2013-10-27,3,BEVERAGES,5205.0,0,Quito,Pichincha,D,8,97.4,False
2013-10-28,3,BEVERAGES,3307.0,0,Quito,Pichincha,D,8,98.74,False
2013-10-29,3,BEVERAGES,2435.0,0,Quito,Pichincha,D,8,98.29,False
2013-10-30,3,BEVERAGES,2931.0,0,Quito,Pichincha,D,8,96.81,False
2013-10-31,3,BEVERAGES,2151.0,0,Quito,Pichincha,D,8,96.29,False
2013-11-01,3,BEVERAGES,3017.0,0,Quito,Pichincha,D,8,94.56,False
2013-11-02,3,BEVERAGES,4738.0,0,Quito,Pichincha,D,8,94.56,True
2013-11-03,3,BEVERAGES,5386.0,0,Quito,Pichincha,D,8,94.56,True
2013-11-04,3,BEVERAGES,3563.0,0,Quito,Pichincha,D,8,94.58,False
2013-11-05,3,BEVERAGES,2558.0,0,Quito,Pichincha,D,8,93.4,False
2013-11-06,3,BEVERAGES,3170.0,0,Quito,Pichincha,D,8,94.74,True
2013-11-07,3,BEVERAGES,3048.0,0,Quito,Pichincha,D,8,94.25,True
2013-11-08,3,BEVERAGES,2970.0,0,Quito,Pichincha,D,8,94.56,False
2013-11-09,3,BEVERAGES,4788.0,0,Quito,Pichincha,D,8,94.56,False
2013-11-10,3,BEVERAGES,5522.0,0,Quito,Pichincha,D,8,94.56,True
2013-11-11,3,BEVERAGES,3010.0,0,Quito,Pichincha,D,8,95.13,True
2013-11-12,3,BEVERAGES,2985.0,0,Quito,Pichincha,D,8,93.12,True
2013-11-13,3,BEVERAGES,2589.0,0,Quito,Pichincha,D,8,93.91,False
