date,store_nbr,family,unit_sales,expected_sales,residual,residual_z,n_items_on_promo,is_holiday,is_disruption_shock,composite_risk_score
2013-02-16,3,BEVERAGES,5313.0,4663.0,650.0,1.855577417356509,0,False,False,23.284495327984803
2013-02-17,3,BEVERAGES,4573.0,4834.0,-261.0,0.2833246533921337,0,False,False,23.27647981606077
2013-02-18,3,BEVERAGES,2994.0,2888.0,106.0,0.85976430444047,0,False,False,23.252433280288688
2013-02-19,3,BEVERAGES,2482.0,2750.5,-268.5,0.2351658617338696,0,False,False,23.26044879221272
2013-02-20,3,BEVERAGES,2587.0,2781.0,-194.0,0.3518283753946331,0,False,False,23.337168692056988
2013-02-21,3,BEVERAGES,2320.0,2552.0,-232.0,0.2824660568626463,0,False,False,24.066694784456757
2013-02-22,3,BEVERAGES,2259.0,3227.0,-968.0,-0.9567087547764312,0,False,False,24.012990854565768
2013-02-23,3,BEVERAGES,4012.0,4851.0,-839.0,-0.7108796999368026,0,False,False,23.968447509730808
2013-02-24,3,BEVERAGES,4227.0,4691.0,-464.0,-0.0591090359578645,0,False,False,23.944400973958725
2013-02-25,3,BEVERAGES,2899.0,2994.0,-95.0,0.5768678809178792,0,False,False,23.91142286775701
2013-02-26,3,BEVERAGES,2258.0,2734.0,-476.0,-0.0968507846786404,0,False,False,23.718249030387927
2013-02-27,3,BEVERAGES,2844.0,2770.0,74.0,0.8752525747127672,0,False,False,23.63053642847642
2013-02-28,3,BEVERAGES,2496.0,2496.5,-0.5,0.7220866124382852,0,False,False,23.684011343741005
2013-03-01,3,BEVERAGES,3208.0,3184.5,23.5,0.750236939603194,0,False,False,23.96043199780678
2013-03-02,3,BEVERAGES,5334.0,4663.0,671.0,1.89705885482182,0,True,False,23.927453891605065
2013-03-03,3,BEVERAGES,5442.0,4632.0,810.0,2.031933268943248,0,False,False,23.78786947681377
2013-03-04,3,BEVERAGES,3606.0,2946.5,659.5,1.656471713871314,0,False,False,23.734280054235985
2013-03-05,3,BEVERAGES,3182.0,2718.5,463.5,1.2616848304979158,0,False,False,23.876383629917687
2013-03-06,3,BEVERAGES,3422.0,2770.0,652.0,1.5305740003834327,0,False,False,23.72626454231196
2013-03-07,3,BEVERAGES,2637.0,2468.5,168.5,0.6965014551344382,0,False,False,23.95241648588275
2013-03-08,3,BEVERAGES,2933.0,3175.0,-242.0,0.0219127036479952,0,False,False,23.91943837968104
2013-03-09,3,BEVERAGES,4436.0,4663.0,-227.0,0.0461783751625505,0,False,False,23.823137729279495
2013-03-10,3,BEVERAGES,5036.0,4632.0,404.0,1.088152598452233,0,False,False,23.70107293340787
2013-03-11,3,BEVERAGES,3217.0,2946.5,270.5,0.8429918324971989,0,False,False,23.622520916552396
2013-03-12,3,BEVERAGES,2573.0,2718.5,-145.5,0.1397970447424673,0,False,False,23.577977571717437
2013-03-13,3,BEVERAGES,2794.0,2798.0,-4.0,0.3749213511310804,0,False,False,23.52450265645285
2013-03-14,3,BEVERAGES,2515.0,2468.5,46.5,0.4558764058430465,0,False,False,32.434809608129456
2013-03-15,3,BEVERAGES,3061.0,3070.5,-9.5,0.3553240905131736,0,False,False,31.72967218946085
2013-03-16,3,BEVERAGES,4779.0,4455.5,323.5,0.9226422032046134,0,False,False,30.83762205531831
2013-03-17,3,BEVERAGES,5305.0,4775.0,530.0,1.2613963391924978,0,False,False,31.271689433611805
2013-03-18,3,BEVERAGES,2724.0,2946.5,-222.5,-0.0543165690101281,0,False,False,32.565777106154734
2013-03-19,3,BEVERAGES,2417.0,2638.0,-221.0,-0.0512411327194877,0,False,False,31.17726962352539
2013-03-20,3,BEVERAGES,3216.0,2776.5,439.5,1.0988894012633403,0,False,False,29.83972998922298
2013-03-21,3,BEVERAGES,2802.0,2468.5,333.5,0.8936193538925823,0,False,False,30.70554086876524
2013-03-22,3,BEVERAGES,2733.0,2997.0,-264.0,-0.1603838285426661,0,False,False,31.15207705602008
2013-03-23,3,BEVERAGES,4418.0,4455.5,-37.5,0.2386893733193131,0,False,False,30.0769691828984
2013-03-24,3,BEVERAGES,4518.0,4775.0,-257.0,-0.1519147101329613,0,False,False,29.232700102789792
2013-03-25,3,BEVERAGES,3153.0,2811.5,341.5,0.9174543774946669,0,False,False,28.50962956177752
2013-03-26,3,BEVERAGES,2371.0,2527.5,-156.5,0.0139225945108987,0,False,False,29.188081570067503
2013-03-27,3,BEVERAGES,2750.0,2776.5,-26.5,0.2480411741834703,0,False,False,28.17570694942843
2013-03-28,3,BEVERAGES,2985.0,2505.5,479.5,1.1645674280891662,0,False,False,27.65321825376697
2013-03-29,3,BEVERAGES,3737.0,2997.0,740.0,1.6153199349795624,0,False,False,28.19339928791912
2013-03-30,3,BEVERAGES,4243.0,4455.5,-212.5,-0.1321648811566414,0,False,False,29.48775738186849
2013-03-31,3,BEVERAGES,4748.0,4775.0,-27.0,0.2032091878914221,0,False,False,28.67040144343751
2013-04-01,3,BEVERAGES,3721.0,2946.5,774.5,1.6569070146239548,0,True,False,28.01877095851276
2013-04-02,3,BEVERAGES,3618.0,2449.5,1168.5,2.3193504441108628,0,False,False,29.28728233308226
2013-04-03,3,BEVERAGES,3353.0,2776.5,576.5,1.1881055307646928,0,False,False,32.24380142587939
2013-04-04,3,BEVERAGES,2921.0,2505.5,415.5,0.8887697821698926,0,False,False,33.16157686896151
2013-04-05,3,BEVERAGES,2973.0,2997.0,-24.0,0.1140624494998216,0,False,False,33.4499145395532
2013-04-06,3,BEVERAGES,5072.0,4427.0,645.0,1.283870848816704,0,False,False,32.53480183785169
2013-04-07,3,BEVERAGES,5629.0,4660.5,968.5,1.8247617769201965,0,False,False,33.3646723596509
2013-04-08,3,BEVERAGES,3057.0,3073.5,-16.5,0.0829863265112945,0,False,False,35.00567615946373
2013-04-09,3,BEVERAGES,2947.0,2527.5,419.5,0.8356269350334652,0,False,False,34.079698574384494
2013-04-10,3,BEVERAGES,2992.0,2819.0,173.0,0.3997670523847397,0,False,False,34.22061243128024
2013-04-11,3,BEVERAGES,2347.0,2576.0,-229.0,-0.3028938241327059,0,False,False,33.77612853616144
2013-04-12,3,BEVERAGES,2870.0,2953.0,-83.0,-0.0451997910850818,0,True,False,33.28042052146164
2013-04-13,3,BEVERAGES,4917.0,4607.5,309.5,0.646656871996989,0,False,False,32.38865653577695
2013-04-14,3,BEVERAGES,4995.0,4892.0,103.0,0.2758388767838512,0,True,False,32.264847182728545
2013-04-15,3,BEVERAGES,3380.0,3105.0,275.0,0.5799736900508394,0,False,False,32.11137212928159
2013-04-16,3,BEVERAGES,3432.0,2527.5,904.5,1.6995868337553397,0,False,False,31.88465314911933
2013-04-17,3,BEVERAGES,3126.0,2918.0,208.0,0.430657688514198,0,False,False,33.453124825567535
2013-04-18,3,BEVERAGES,2533.0,2576.0,-43.0,-0.0178437318934531,0,False,False,33.41577961375968
2013-04-19,3,BEVERAGES,2869.0,2953.0,-84.0,-0.0909466669787129,0,False,False,32.61140190774944
2013-04-20,3,BEVERAGES,4318.0,4607.5,-289.5,-0.4594802273119504,0,False,False,31.92487117377568
2013-04-21,3,BEVERAGES,4830.0,5015.5,-185.5,-0.2687107728787504,0,True,False,31.680396382540664
2013-04-22,3,BEVERAGES,2956.0,3185.0,-229.0,-0.3460009968278537,0,False,False,31.29621374462373
2013-04-23,3,BEVERAGES,2486.0,2760.0,-274.0,-0.4258881517780786,0,False,False,30.88740617491871
2013-04-24,3,BEVERAGES,3001.0,3059.0,-58.0,-0.0379918412149553,0,False,False,31.042206855237232
2013-04-25,3,BEVERAGES,3162.0,2585.0,577.0,1.1230223854586627,0,False,False,30.83181964567934
2013-04-26,3,BEVERAGES,3136.0,2953.0,183.0,0.3790553263204527,0,False,False,31.25835695250372
2013-04-27,3,BEVERAGES,4468.0,4607.5,-139.5,-0.2248641523902449,0,False,False,31.014666992059187
2013-04-28,3,BEVERAGES,5134.0,5015.5,118.5,0.2343489549720609,0,False,False,30.60380970046768
2013-04-29,3,BEVERAGES,3386.0,3185.0,201.0,0.3732144582643337,0,True,False,30.215387601887628
2013-04-30,3,BEVERAGES,2821.0,2760.0,61.0,0.0997935913090152,0,False,False,30.073006701672384
2013-05-01,3,BEVERAGES,4399.0,3063.5,1335.5,2.5189079445384324,0,True,False,30.05518030998945
2013-05-02,3,BEVERAGES,3249.0,2719.5,529.5,0.9235677729425678,0,False,False,32.165226178521394
2013-05-03,3,BEVERAGES,2986.0,2953.0,33.0,0.0055553106332242,0,False,False,32.8070642858892
2013-05-04,3,BEVERAGES,4857.0,4452.0,405.0,0.6829930214295787,0,False,False,32.29476598740235
2013-05-05,3,BEVERAGES,4903.0,5015.5,-112.5,-0.2813903493963111,0,False,False,31.97493363043217
2013-05-06,3,BEVERAGES,3084.0,3185.0,-101.0,-0.2780528482259949,0,False,False,31.71062565538548
2013-05-07,3,BEVERAGES,2569.0,2697.0,-128.0,-0.3371220754680227,0,False,False,31.542538017931204
2013-05-08,3,BEVERAGES,2933.0,3063.5,-130.5,-0.3406612904875277,0,False,False,31.422513026018105
2013-05-09,3,BEVERAGES,2536.0,2861.5,-325.5,-0.7056051633780493,0,False,False,31.24154835207997
2013-05-10,3,BEVERAGES,3022.0,2979.5,42.5,-0.0072639387051536,0,False,False,31.29433456149048
2013-05-11,3,BEVERAGES,5003.0,4623.5,379.5,0.6225088216954066,0,True,False,30.93900242109995
2013-05-12,3,BEVERAGES,3459.0,4949.0,-1490.0,-3.765298214593385,0,True,False,30.65412038930868
2013-05-13,3,BEVERAGES,3439.0,3118.5,320.5,0.5198901507444531,0,False,False,32.74907953888162
2013-05-14,3,BEVERAGES,2630.0,2695.0,-65.0,-0.3540756647719804,0,False,False,32.639417219162844
2013-05-15,3,BEVERAGES,2849.0,3063.5,-214.5,-0.7032271377911755,0,False,False,32.78700213777769
2013-05-16,3,BEVERAGES,2554.0,2861.5,-307.5,-0.9246397395569922,0,False,False,33.088359103671976
2013-05-17,3,BEVERAGES,3315.0,2979.5,335.5,0.5375806549047463,0,False,False,33.761606424938016
2013-05-18,3,BEVERAGES,5045.0,4662.5,382.5,0.6572555703324267,0,False,False,32.736421204871455
2013-05-19,3,BEVERAGES,5294.0,4866.5,427.5,0.7451092646225735,0,False,False,33.0283782589306
2013-05-20,3,BEVERAGES,3206.0,3266.5,-60.5,-0.3821604573270223,0,False,False,32.86347294389458
2013-05-21,3,BEVERAGES,2649.0,2725.5,-76.5,-0.4254858445343037,0,False,False,32.68295553891047
2013-05-22,3,BEVERAGES,3062.0,2996.5,65.5,-0.1025981835632515,0,False,False,32.509701896388286
2013-05-23,3,BEVERAGES,2678.0,2737.5,-59.5,-0.3990952398740806,0,False,False,32.351031045745515
2013-05-24,3,BEVERAGES,3666.0,3004.0,662.0,1.287964626382636,0,True,False,31.960130474104187
2013-05-25,3,BEVERAGES,3800.0,4887.0,-1087.0,-2.9996234828161725,0,False,False,32.39159120117143
2013-05-26,3,BEVERAGES,3914.0,4949.0,-1035.0,-2.752516191323362,0,False,False,34.780687171730854
2013-05-27,3,BEVERAGES,2951.0,3293.0,-342.0,-1.053187055191535,0,False,False,36.70787590776266
2013-05-28,3,BEVERAGES,2308.0,2735.0,-427.0,-1.2543287549502131,0,False,False,37.70690590421261
2013-05-29,3,BEVERAGES,3135.0,3031.5,103.5,-0.0343742436444044,0,False,False,38.15076943215887
2013-05-30,3,BEVERAGES,2764.0,2616.0,148.0,0.0634230624467834,0,False,False,37.389931777369725
2013-05-31,3,BEVERAGES,2652.0,3004.0,-352.0,-1.068264866781223,0,False,False,37.03674193937404
2013-06-01,3,BEVERAGES,5054.0,4887.0,167.0,0.1291915023752561,0,False,False,36.29409580388086
2013-06-02,3,BEVERAGES,6340.0,4949.0,1391.0,2.9573727652325843,0,False,False,34.57272664680289
2013-06-03,3,BEVERAGES,3742.0,3145.0,597.0,1.0740335701944683,0,False,False,35.90729157613578
2013-06-04,3,BEVERAGES,3071.0,2639.5,431.5,0.7029381604225564,0,False,False,35.71998668491692
2013-06-05,3,BEVERAGES,2976.0,3031.5,-55.5,-0.3662926592445558,0,False,False,34.84534907955784
2013-06-06,3,BEVERAGES,2802.0,2616.0,186.0,0.1738392850440189,0,False,False,34.66396809229585
2013-06-07,3,BEVERAGES,3454.0,3004.0,450.0,0.7499305507546468,0,False,False,35.126267247340834
2013-06-08,3,BEVERAGES,4801.0,4887.0,-86.0,-0.4567686533636162,0,False,False,35.75197359505226
2013-06-09,3,BEVERAGES,5161.0,4949.0,212.0,0.217240387205021,0,False,False,35.21419515827768
2013-06-10,3,BEVERAGES,3289.0,3293.0,-4.0,-0.2615721902574487,0,False,False,34.66493203532931
2013-06-11,3,BEVERAGES,2769.0,2639.5,129.5,0.0318605891545795,0,False,False,34.853300573695364
2013-06-12,3,BEVERAGES,3060.0,3031.5,28.5,-0.1964627191874557,0,False,False,34.49876071602161
2013-06-13,3,BEVERAGES,2748.0,2721.0,27.0,-0.1993433322474708,0,False,False,34.34802902231854
2013-06-14,3,BEVERAGES,3094.0,3079.0,15.0,-0.227030969001644,0,False,False,34.42169299610947
2013-06-15,3,BEVERAGES,5343.0,4829.0,514.0,0.8933822114355525,0,False,False,33.86564038105328
2013-06-16,3,BEVERAGES,4406.0,5018.5,-612.5,-1.6193809617440085,0,False,False,33.582506334636435
2013-06-17,3,BEVERAGES,3919.0,3247.5,671.5,1.2409646578672429,0,False,False,34.50974363556331
2013-06-18,3,BEVERAGES,2662.0,2639.5,22.5,-0.2114213067970749,0,False,False,35.477067320034635
2013-06-19,3,BEVERAGES,3353.0,3030.5,322.5,0.458144368191819,0,False,False,34.58633600669494
2013-06-20,3,BEVERAGES,2558.0,2756.0,-198.0,-0.6866383368928511,0,False,False,35.09465843589138
2013-06-21,3,BEVERAGES,3212.0,3115.0,97.0,-0.0392946605041226,0,False,False,35.602507824139785
2013-06-22,3,BEVERAGES,4765.0,4930.0,-165.0,-0.6200981760991293,0,False,False,35.44377579676489
2013-06-23,3,BEVERAGES,5138.0,5018.5,119.5,0.0047344581111559,0,True,False,35.75983926082883
2013-06-24,3,BEVERAGES,3555.0,3337.5,217.5,0.2268582925827878,0,False,False,34.97020118464317
2013-06-25,3,BEVERAGES,2861.0,2655.5,205.5,0.1914810801988931,0,True,False,35.13043737956663
2013-06-26,3,BEVERAGES,2883.0,3061.0,-178.0,-0.6638627135748456,0,False,False,35.02766480486862
2013-06-27,3,BEVERAGES,2510.0,2713.0,-203.0,-0.7039050314480205,0,False,False,34.73704946061314
2013-06-28,3,BEVERAGES,3059.0,3153.0,-94.0,-0.4425609699656216,0,False,False,34.100354368659296
2013-06-29,3,BEVERAGES,4713.0,4930.0,-217.0,-0.7218952216841218,0,False,False,34.32854392099181
2013-06-30,3,BEVERAGES,4880.0,5020.5,-140.5,-0.544423304104844,0,False,False,34.73135198545585
2013-07-01,3,BEVERAGES,3165.0,3364.0,-199.0,-0.6599369900951604,0,False,False,33.96715699282748
2013-07-02,3,BEVERAGES,3136.0,2655.5,480.5,0.9407678944070984,0,False,False,32.71219124674563
2013-07-03,3,BEVERAGES,3091.0,3018.0,73.0,-0.0084691510416336,0,True,False,32.594176831039626
2013-07-04,3,BEVERAGES,2417.0,2618.0,-201.0,-0.6434899867738799,0,False,False,32.045126122140886
2013-07-05,3,BEVERAGES,3207.0,3153.0,54.0,-0.0395066211343608,0,False,False,32.40419294176158
2013-07-06,3,BEVERAGES,4103.0,4902.0,-799.0,-2.045893834572016,0,False,False,31.71177597685921
2013-07-07,3,BEVERAGES,4376.0,5009.0,-633.0,-1.6113994530312648,0,False,False,31.81831041791646
2013-07-08,3,BEVERAGES,3075.0,3364.0,-289.0,-0.766186025960983,0,False,False,32.68637392526892
2013-07-09,3,BEVERAGES,2479.0,2715.5,-236.5,-0.6254979075096639,0,False,False,32.63166870763713
2013-07-10,3,BEVERAGES,2676.0,3061.0,-385.0,-0.962018320742838,0,False,False,32.883351035777295
2013-07-11,3,BEVERAGES,2676.0,2618.0,58.0,0.080309375929565,0,False,False,33.301411991524986
2013-07-12,3,BEVERAGES,2763.0,3209.5,-446.5,-1.1026392977716384,0,False,False,33.33897570090553
2013-07-13,3,BEVERAGES,4411.0,4783.0,-372.0,-0.90510120529748,0,False,False,33.66075632500297
2013-07-14,3,BEVERAGES,4302.0,5009.0,-707.0,-1.6655271594483254,0,False,False,33.773962322657205
2013-07-15,3,BEVERAGES,3195.0,3247.5,-52.5,-0.1215215498986631,0,False,False,34.6089445064207
2013-07-16,3,BEVERAGES,2929.0,2715.5,213.5,0.5243030082532035,0,False,False,32.988015563375164
2013-07-17,3,BEVERAGES,3019.0,3061.0,-42.0,-0.0751461085981916,0,False,False,32.843293617567205
2013-07-18,3,BEVERAGES,2629.0,2677.0,-48.0,-0.0892451418626157,0,False,False,33.15561837867232
2013-07-19,3,BEVERAGES,2751.0,3150.5,-399.5,-0.9147306147809228,0,False,False,33.14109267029779
2013-07-20,3,BEVERAGES,4777.0,4739.0,38.0,0.1141488551929002,0,False,False,33.50034896464073
2013-07-21,3,BEVERAGES,4184.0,4643.0,-459.0,-1.0557990608157086,0,False,False,33.333909210627624
2013-07-22,3,BEVERAGES,2941.0,3242.0,-301.0,-0.6764939757905927,0,False,False,34.13747635579217
2013-07-23,3,BEVERAGES,3027.0,2815.0,212.0,0.5200213610408655,0,True,False,33.85990687567058
2013-07-24,3,BEVERAGES,2918.0,3039.5,-121.5,-0.2637903051617495,0,True,False,33.972196849568505
2013-07-25,3,BEVERAGES,2759.0,2652.5,106.5,0.2877986320069821,0,True,False,33.210436078572215
2013-07-26,3,BEVERAGES,2896.0,3076.5,-180.5,-0.3852891992443579,0,False,False,33.19585390499059
2013-07-27,3,BEVERAGES,4111.0,4771.0,-660.0,-1.5119250447084818,0,False,False,33.32181924686288
2013-07-28,3,BEVERAGES,4494.0,4643.0,-149.0,-0.2862078245009906,0,False,False,34.2186606305092
2013-07-29,3,BEVERAGES,2801.0,3242.0,-441.0,-0.956949865831852,0,False,False,34.08179300663051
2013-07-30,3,BEVERAGES,2880.0,2895.0,-15.0,0.0470754676104589,0,False,False,34.40817605496183
2013-07-31,3,BEVERAGES,3189.0,2997.5,191.5,0.5951275421857324,0,False,False,32.1679313320151
2013-08-01,3,BEVERAGES,3196.0,2652.5,543.5,1.4847672660269318,0,False,False,31.99285367745508
2013-08-02,3,BEVERAGES,3580.0,3076.5,503.5,1.35509660578978,0,False,False,33.24803425326166
2013-08-03,3,BEVERAGES,4641.0,4739.0,-98.0,-0.1240121595765269,0,False,False,33.8074223991774
2013-08-04,3,BEVERAGES,4356.0,4450.0,-94.0,-0.1146246100528518,0,False,False,33.66259425593063
2013-08-05,3,BEVERAGES,3305.0,3180.0,125.0,0.4211340945452265,0,True,False,33.49838461937437
2013-08-06,3,BEVERAGES,2819.0,2870.5,-51.5,-0.0176750227060688,0,False,False,33.63268545665714
2013-08-07,3,BEVERAGES,3169.0,3039.5,129.5,0.4229071123069859,0,False,False,33.37900550421074
2013-08-08,3,BEVERAGES,2487.0,2652.5,-165.5,-0.311586448814674,0,False,False,33.19217944029658
2013-08-09,3,BEVERAGES,2919.0,3076.5,-157.5,-0.286232472870345,0,False,False,33.87451866763365
2013-08-10,3,BEVERAGES,3896.0,4677.0,-781.0,-1.8090813152527088,0,True,False,33.594137867734105
2013-08-11,3,BEVERAGES,3740.0,4391.0,-651.0,-1.5948519323881798,0,False,False,31.91931332847328
2013-08-12,3,BEVERAGES,2573.0,3180.0,-607.0,-1.4392668297613636,0,False,False,32.633896657456965
2013-08-13,3,BEVERAGES,2711.0,2870.5,-159.5,-0.2653280500245238,0,False,False,33.51737926676176
2013-08-14,3,BEVERAGES,3051.0,3055.0,-4.0,0.1301095664958206,0,False,False,33.122862446278994
2013-08-15,3,BEVERAGES,2641.0,2593.5,47.5,0.2536043150682778,0,True,False,32.45998631198269
2013-08-16,3,BEVERAGES,3186.0,2989.0,197.0,0.6478544113968749,0,False,False,32.21746725897327
2013-08-17,3,BEVERAGES,4323.0,4526.0,-203.0,-0.3779191905532564,0,False,False,32.211188612649416
2013-08-18,3,BEVERAGES,4023.0,4366.0,-343.0,-0.7277538493604271,0,False,False,31.92216833530395
2013-08-19,3,BEVERAGES,2784.0,3120.0,-336.0,-0.699268827714117,0,False,False,32.164108632821915
2013-08-20,3,BEVERAGES,2658.0,2870.5,-212.5,-0.3697583119337786,0,False,False,32.50310390045305
2013-08-21,3,BEVERAGES,3133.0,3035.0,98.0,0.4431288354459115,0,False,False,32.8498822563562
2013-08-22,3,BEVERAGES,2732.0,2635.0,97.0,0.4355277138652458,0,False,False,32.92944899215393
2013-08-23,3,BEVERAGES,3329.0,2989.0,340.0,1.1025004856214229,0,False,False,32.4028285945899
2013-08-24,3,BEVERAGES,3854.0,4367.0,-513.0,-1.2347302895274892,0,True,False,31.11394022892154
2013-08-25,3,BEVERAGES,4215.0,4329.0,-114.0,-0.1643876596892192,0,False,False,30.28143096791821
2013-08-26,3,BEVERAGES,3253.0,3008.0,245.0,0.8458538624628658,0,False,False,29.824642847281176
2013-08-27,3,BEVERAGES,2695.0,2849.5,-154.5,-0.3089545413855263,0,False,False,30.38909455374981
2013-08-28,3,BEVERAGES,3460.0,3071.0,389.0,1.2449182251795736,0,False,False,30.599826726743903
2013-08-29,3,BEVERAGES,2775.0,2658.5,116.5,0.4590647821625602,0,False,False,31.05190428573904
2013-08-30,3,BEVERAGES,3438.0,3052.5,385.5,1.2080150474978628,0,False,False,30.78244007257273
2013-08-31,3,BEVERAGES,6054.0,4217.0,1837.0,5.281444807016995,0,False,True,31.34006234920988
2013-09-01,3,BEVERAGES,6381.0,4258.5,2122.5,5.708702685131372,0,False,True,47.6165693314485
2013-09-02,3,BEVERAGES,3956.0,3008.0,948.0,2.212114109187994,0,False,False,55.35370047317934
2013-09-03,3,BEVERAGES,3369.0,2765.0,604.0,1.380618623169886,0,False,False,56.72871997520237
2013-09-04,3,BEVERAGES,3921.0,3092.0,829.0,1.8501323386235131,0,False,False,57.83713635441281
2013-09-05,3,BEVERAGES,2933.0,2704.0,229.0,0.4918461282304737,0,False,False,59.115296425395925
2013-09-06,3,BEVERAGES,3214.0,3052.5,161.5,0.3512288935440973,0,False,False,59.35951261837238
2013-09-07,3,BEVERAGES,5411.0,4367.0,1044.0,2.278758927345752,0,False,False,59.25709220021454
2013-09-08,3,BEVERAGES,5945.0,4258.5,1686.5,3.5684815672329555,0,False,True,61.00019504712348
2013-09-09,3,BEVERAGES,3251.0,3068.0,183.0,0.3013035096205448,0,False,False,65.13896127562113
2013-09-10,3,BEVERAGES,2675.0,2849.5,-174.5,-0.4134002944316865,0,False,False,65.43497045689664
2013-09-11,3,BEVERAGES,2892.0,3151.0,-259.0,-0.5769800013337169,0,False,False,65.57476824433878
2013-09-12,3,BEVERAGES,2782.0,2745.5,36.5,0.0184630890927497,0,False,False,65.80096251854157
2013-09-13,3,BEVERAGES,3100.0,3200.0,-100.0,-0.2536522742997212,0,False,False,65.67528142350194
2013-09-14,3,BEVERAGES,4937.0,4482.0,455.0,0.868747777177282,0,False,False,65.20968055704874
2013-09-15,3,BEVERAGES,5388.0,4285.5,1102.5,2.150959922434585,0,False,False,64.66501432720516
2013-09-16,3,BEVERAGES,3546.0,3096.0,450.0,0.8161515093383209,0,False,False,65.46793009564568
2013-09-17,3,BEVERAGES,2836.0,2765.0,71.0,0.0570613451321798,0,False,False,66.01199077709347
2013-09-18,3,BEVERAGES,3071.0,3151.0,-80.0,-0.235347690458752,0,False,False,65.42177434520102
2013-09-19,3,BEVERAGES,2657.0,2767.0,-110.0,-0.2974200259855211,0,False,False,65.19536412809784
2013-09-20,3,BEVERAGES,2925.0,3200.0,-275.0,-0.618573514937551,0,False,False,65.50654033754674
2013-09-21,3,BEVERAGES,5477.0,4482.0,995.0,1.8893149105055973,0,False,False,65.50595171445387
2013-09-22,3,BEVERAGES,5476.0,4425.0,1051.0,1.9426376999356405,0,False,False,66.69994671863263
