store_nbr,family,sigma,blind_stockout_cost,blind_holding_cost,blind_total_cost,blind_fill_rate,adj_stockout_cost,adj_holding_cost,adj_total_cost,adj_fill_rate,total_cost_delta
45,PRODUCE,4430.841169217023,815133.9775034344,2614551.276515111,3429685.254018545,0.941045053104315,558045.959484138,3016291.731949928,3574337.691434066,0.9596390644793108,144652.43741552066
46,BEVERAGES,4039.469291976318,130276.76164624012,2506545.5476634377,2636822.3093096777,0.9916644979631488,50474.39590405216,2848572.009700376,2899046.405604428,0.9967704951784914,262224.09629475046
46,BREAD/BAKERY,350.97170679675804,20773.317423990757,262462.1774043838,283235.49482837453,0.9920028478034806,12488.889093865742,289445.4364326072,301934.32552647294,0.9951921233950938,18698.830698098405
46,CLEANING,1196.739108129443,89073.39339793928,789868.0382381928,878941.4316361321,0.9883445626128516,65466.714228950485,879334.3407772352,944801.0550061855,0.991433545309889,65859.6233700536
46,DAIRY,788.126839402182,22134.74532186176,532152.5741280839,554287.3194499456,0.9953701273199596,9660.963898309536,595068.586664903,604729.5505632125,0.9979792388769224,50442.2311132669
46,GROCERY I,4529.444906809517,392335.55560910027,2950922.592527292,3343258.148136392,0.9861916466713304,257724.71011691107,3280793.879209819,3538518.58932673,0.9909293108719186,195260.44119033776
46,MEATS,638.6315287954953,17929.388756245746,328594.6990639181,346524.0878201638,0.9953778129413386,3535.9914161915453,383887.586453616,387423.57786980754,0.9990884232593952,40899.49004964373
46,POULTRY,543.3406582881157,4837.358046587584,390445.3550407074,395282.71308729495,0.9985605325627934,2751.558258688783,437308.03126129496,440059.5895199837,0.9991812103886432,44776.87643268879
46,PRODUCE,3000.040783354269,232619.12326219765,1578172.2136147902,1810791.336876988,0.9633017351520614,90368.97436116468,1839548.7852303204,1929917.759591485,0.9857432849516652,119126.4227144972
47,BEVERAGES,4731.292567631591,259490.4784853409,2734992.8249547635,2994483.303440104,0.9879026771502164,105877.40847099866,3124687.2737804907,3230564.6822514893,0.9950640455085352,236081.37881138505
47,BREAD/BAKERY,418.7407214919557,31056.048516960484,305617.85689331417,336673.90541027463,0.9915857017917548,15290.636245851085,337215.4259364514,352506.06218230247,0.995857168593225,15832.15677202784
47,CLEANING,1203.7029283706504,78093.2999582188,646141.3265890434,724234.6265472622,0.9898978783260992,34228.07377110147,738020.4809894154,772248.5547605169,0.9955722684777836,48013.928213254665
47,DAIRY,928.4398230011476,28169.321822319864,562930.4663846507,591099.7882069706,0.995752802987988,8122.6556966894495,638197.1555273457,646319.8112240352,0.9987753159546338,55220.02301706467
47,GROCERY I,4710.507323450283,373701.6739189373,2667813.623901992,3041515.297820929,0.9878387113087288,207931.03484301103,3038582.301859523,3246513.336702534,0.9932333475628232,204998.03888160456
47,MEATS,559.3258898196002,1931.6704234928372,296833.13928221434,298764.8097057072,0.9993515626087592,645.6023040030163,346315.2381319314,346960.8404359344,0.9997832794514554,48196.03073022724
47,POULTRY,580.8225478673633,17807.522959361497,328006.95770380937,345814.48066317086,0.9953706872046948,7324.40831761898,376684.0743089631,384008.4826265821,0.9980959183812272,38194.001963411225
47,PRODUCE,4261.413634331192,698838.2062797437,2406084.686540946,3104922.89282069,0.9453584609814386,445505.1496375573,2780463.9712858666,3225969.120923424,0.965166347806768,121046.22810273385
48,BEVERAGES,3619.3954811535705,108414.96425548014,2347128.095654685,2455543.059910165,0.9913669417459304,41388.59953316586,2652570.859442074,2693959.45897524,0.9967042354966592,238416.3990650745
48,BREAD/BAKERY,334.6467710419691,5365.53453740283,307052.1288272074,312417.6633646102,0.9977252120393972,2331.6428629513084,332482.0621569568,334813.7050199081,0.9990114697657628,22396.041655297857
48,CLEANING,1154.5728444047083,93476.23593461188,815449.4367061141,908925.672640726,0.986878970340252,62841.44183813312,902424.2751720356,965265.7170101688,0.991179101148272,56340.04436944274
48,DAIRY,721.8742777761956,14450.94359140038,580346.155781485,594797.0993728854,0.996398796954902,8263.189535566045,637570.9313916403,645834.1209272064,0.9979407972130336,51037.02155432093
48,GROCERY I,4283.773555770453,183030.1380911934,2993314.390020464,3176344.5281116576,0.9928021795779438,118150.85559389532,3330290.600235471,3448441.4558293666,0.9953536141635132,272096.927717709
48,MEATS,585.5990100259206,7925.346837188887,338999.039934103,346924.3867712919,0.9975698847229776,3707.83760590658,387553.213677268,391261.05128317454,0.9988630815791492,44336.66451188264
48,POULTRY,510.9654755595856,5309.709895723374,374032.3060665667,379342.0159622901,0.9982137499854148,2402.7567091496508,416878.9692368068,419281.7259459564,0.9991916838601256,39939.70998366631
48,PRODUCE,2565.458065077517,109233.22321662094,1299084.041866661,1408317.265083282,0.9764344641717584,20335.42444670232,1514065.8721679563,1534401.2966146586,0.9956129173957364,126084.03153137652
49,BEVERAGES,4374.170998393232,203124.10033642675,2034363.661701765,2237487.762038192,0.9889303652537096,42236.589581568405,2414054.6819343586,2456291.271515927,0.9976982366010604,218803.50947773503
49,BREAD/BAKERY,403.3927054923532,42396.26630822664,182507.63982634703,224903.90613457368,0.9876746682223496,15522.038605976226,213140.3344067917,228662.373012768,0.9954874734889796,3758.4668781942746
49,CLEANING,1023.8002862026858,34976.61669867157,415524.32244927983,450500.9391479514,0.9937715884486744,8903.975951563556,494759.4724428327,503663.4483943963,0.9984144370752832,53162.50924644485
49,DAIRY,906.7409128682324,58909.81864008347,390029.3306158143,448939.1492558977,0.9907080839382192,21393.342676393804,463029.3587444373,484422.7014208312,0.9966256025053402,35483.55216493341
49,GROCERY I,3982.6763685522537,501420.2019691709,1665748.413356083,2167168.615325254,0.9772440711498864,321402.24805251,1966170.376328935,2287572.624381445,0.9854138172729644,120404.00905619096
49,MEATS,503.9018722267329,1188.592900406672,266668.312496643,267856.9053970497,0.999510726515183,0.0,311687.6963928455,311687.6963928455,1.0,43830.7909957958
49,POULTRY,505.8414039116121,40858.06795387247,222375.21703176288,263233.2849856353,0.9860596640325632,12337.38513844515,264714.9458338877,277052.3309723328,0.9957906160912025,13819.045986697483
49,PRODUCE,4771.786131375811,722992.0219246869,2466847.5416007475,3189839.5635254346,0.9549159480808616,449808.71217246685,2902479.374540984,3352288.086713451,0.9719510053800058,162448.52318801638
50,BEVERAGES,3354.7786613178187,85742.39786588699,1547958.516705812,1633700.914571699,0.9920516940740624,9264.107189305942,1848812.0707693065,1858076.1779586123,0.999141218814682,224375.2633869133
50,BREAD/BAKERY,302.5375611857108,9165.964395555706,149900.5493887844,159066.5137843401,0.9952445960076108,2892.7667302647365,174421.070610588,177313.83734085274,0.9984992005353172,18247.32355651265
50,CLEANING,999.6027294380812,47327.94647556462,452528.2445765623,499856.1910521269,0.9911229152621648,27772.396536147287,531458.798827252,559231.1953633993,0.9947908596129048,59375.00431127247
50,DAIRY,660.8002019090903,19593.620399888878,315082.3182164401,334675.938616329,0.9941709559591664,6327.577523556169,368088.0495881613,374415.6271117175,0.9981175644263882,39739.68849538849
50,GROCERY I,3804.784229782829,252354.91374268004,1714448.1930273448,1966803.1067700249,0.987398010951532,147091.97181246767,2025755.4684381376,2172847.4402506053,0.9926545855976936,206044.33348058048
50,MEATS,463.5494997902609,569.0003020401334,187243.06612079352,187812.06642283365,0.9997206547607388,0.0,228803.10602184557,228803.10602184557,1.0,40991.039599011885
50,POULTRY,358.2079715782023,3019.72936676118,153624.732778205,156644.46214496618,0.9979340775854506,151.26615486733886,185894.38411833323,186045.65027320056,0.999896512534089,29401.188128234386
50,PRODUCE,2625.870717495365,98967.04581859552,1129671.8548770042,1228638.9006955996,0.9796199319996044,9367.076750270207,1362301.928392538,1371669.005142808,0.9980710583047476,143030.10444720834
51,BEVERAGES,3776.143761229463,92439.99009187706,1524012.7142609372,1616452.7043528142,0.9932224433276342,31132.30663002972,1882383.3863708903,1913515.6930009203,0.9977174275731014,297062.9886481061
51,BREAD/BAKERY,367.7346574364915,9256.856609015796,177704.65897402936,186961.51558304517,0.9967496096446086,1268.5733791281943,210498.8817778885,211767.45515701672,0.9995545616778152,24805.939573971584
51,CLEANING,951.4376816288492,4588.561198415373,385900.1527689967,390488.71396741207,0.9990501478014449,0.0,466045.0453967888,466045.0453967888,1.0,75556.33142937673
51,DAIRY,796.9606537303312,23283.10290021604,331889.41525432427,355172.51815454033,0.9952336933584768,4866.639299732287,403923.8194254409,408790.4587251732,0.9990037455353084,53617.94057063287
51,GROCERY I,3431.658284478601,142284.56770234343,1390287.276611018,1532571.8443133614,0.9912697467349212,95132.7132078736,1694410.4749764772,1789543.1881843507,0.9941628758936366,256971.34387098928
51,MEATS,471.29178258556215,0.0,228817.0985738605,228817.0985738605,1.0,0.0,270336.5539273843,270336.5539273843,1.0,41519.45535352378
51,POULTRY,497.61839761420254,23976.25752852688,553313.1393632101,577289.3968917369,0.9915248574295832,9063.44123597328,594366.1655475228,603429.6067834961,0.9967962490992568,26140.20989175921
51,PRODUCE,4010.882296589605,589820.1017695055,2198715.8508140687,2788535.952583574,0.9479410065611142,351214.9534536628,2568900.9958530334,2920115.949306696,0.9690008921319744,131579.99672312196
